reference_coin,trading_coin,trading_type,is_sharpe,is_return,is_trades,oos_trades,oos_total_return,oos_mean_return
BAL,APT,both,2.587107,0.387691,56,325,-0.013583,-0.000042
BICO,APT,both,4.741183,1.021837,55,314,1.043188,0.003322
CAKE,APT,both,2.313337,0.638142,55,279,1.118009,0.004007
CHR,APT,both,4.799901,1.067761,54,289,0.972033,0.003363
COTI,APT,both,2.353433,0.409683,46,307,0.024642,0.000080
DATA,APT,both,4.605536,0.982418,58,343,0.172753,0.000504
DIA,APT,both,2.420306,0.594350,60,330,1.290045,0.003909
DOT,APT,both,3.097587,0.857568,48,269,-0.063882,-0.000237
DYDX,APT,both,2.062833,0.287892,57,294,0.369003,0.001255
FET,APT,both,3.198495,0.527433,52,303,0.042915,0.000142
FLOW,APT,both,2.598137,0.451026,51,271,0.465933,0.001719
GHST,APT,both,2.675252,0.980965,57,390,-0.540607,-0.001386
HFT,APT,both,2.568192,0.242516,37,325,0.502091,0.001545
HOOK,APT,both,3.635360,0.163261,22,308,-0.425922,-0.001383
HOT,APT,both,2.236076,0.488560,49,271,0.405530,0.001496
ICP,APT,both,2.897196,0.666904,57,284,0.904881,0.003186
INJ,APT,both,2.663551,0.556519,57,332,0.559591,0.001686
KMD,APT,both,3.338578,0.625087,64,379,0.230487,0.000608
LOKA,APT,both,2.713350,0.568686,55,346,-0.068484,-0.000198
MBOX,APT,both,2.494680,0.620248,51,320,-0.085774,-0.000268
MDT,APT,both,2.327420,0.366352,69,337,0.722325,0.002143
MLN,APT,both,2.113945,0.612499,55,354,-0.562952,-0.001590
NEO,APT,both,3.044648,0.585015,58,276,0.994771,0.003604
NEXO,APT,both,2.900205,0.781871,61,375,-0.432304,-0.001153
NKN,APT,both,2.112261,0.679657,55,287,2.049628,0.007142
OXT,APT,both,2.311134,0.746984,70,344,0.176849,0.000514
PEOPLE,APT,both,3.321942,0.641925,54,259,1.441008,0.005564
PSG,APT,both,2.041697,0.344961,59,362,0.655633,0.001811
RAD,APT,both,2.371070,0.507777,61,305,0.950406,0.003116
SLP,APT,both,2.357662,0.495897,51,293,0.102187,0.000349
SUPER,APT,both,2.703610,0.535599,54,316,0.372639,0.001179
TFUEL,APT,both,3.016183,0.915652,59,328,0.793845,0.002420
THETA,APT,both,3.055503,0.716928,52,287,0.670404,0.002336
TRU,APT,both,2.120931,0.434565,61,344,0.808942,0.002352
TRX,APT,both,2.558226,0.571661,69,332,-0.258573,-0.000779
UTK,APT,both,4.262482,0.950439,60,328,1.519010,0.004631
WIN,APT,both,2.344609,0.428419,50,333,0.535219,0.001607
XVG,APT,both,4.069061,0.934039,54,321,0.351924,0.001096
HOOK,AR,both,3.695602,0.165680,23,309,0.049498,0.000160
SUN,AR,both,2.359595,13.109139,434,340,0.405146,0.001192
1INCH,ATOM,both,2.146634,5.975199,343,298,0.002608,0.000009
GMX,ATOM,both,4.295961,0.797798,64,313,-0.868123,-0.002774
TRX,ATOM,both,2.711386,14.978547,372,339,-0.975858,-0.002879
HOOK,AUDIO,both,2.143931,0.087768,22,321,-3.561726,-0.011096
1INCH,AVAX,both,2.504376,9.692345,321,291,0.879325,0.003022
APE,AVAX,both,3.485488,5.448798,185,298,1.421559,0.004770
API3,AVAX,both,2.106716,2.662331,257,321,0.607588,0.001893
EOS,AVAX,both,2.053027,2.848410,234,253,1.609744,0.006363
FUN,AVAX,both,2.167822,8.447447,413,341,-0.222933,-0.000654
GMX,AVAX,both,3.613507,0.936423,76,269,0.209687,0.000780
HOOK,AVAX,both,2.659961,0.100296,20,300,0.202429,0.000675
KAVA,AVAX,both,2.008026,4.830381,380,335,1.514403,0.004521
KNC,AVAX,both,2.813397,16.774633,347,281,1.019024,0.003626
LTC,AVAX,both,2.451883,7.941477,329,277,0.178868,0.000646
NEO,AVAX,both,2.411589,8.145148,295,275,0.685437,0.002492
OSMO,AVAX,both,2.111796,0.187297,34,270,-0.375484,-0.001391
REQ,AVAX,both,2.117770,6.694938,400,333,1.829775,0.005495
SHIB,AVAX,both,2.326625,6.678110,319,267,0.747468,0.002800
STG,AVAX,both,2.138568,0.457171,102,325,0.603956,0.001858
SUSHI,AVAX,both,2.552045,9.550689,314,257,1.041870,0.004054
TUSD,AVAX,both,2.117309,5.263996,394,313,0.731519,0.002337
FUN,AXS,both,2.283784,10.868919,373,354,-1.733334,-0.004896
GMX,AXS,both,2.664942,0.713692,63,279,-1.018773,-0.003652
PHB,AXS,both,2.569481,0.232309,30,340,-0.742870,-0.002185
REQ,AXS,both,2.066609,6.075806,362,326,0.315559,0.000968
RIF,AXS,both,2.295930,7.432075,389,345,-1.075121,-0.003116
STRAX,AXS,both,2.214372,7.673395,367,313,-0.692602,-0.002213
TUSD,AXS,both,2.077493,6.536982,401,317,-0.574498,-0.001812
HOOK,BAKE,both,2.030937,0.082122,26,349,-0.585599,-0.001678
RAD,BAL,both,2.235823,3.848507,343,361,-0.588928,-0.001631
STG,BAL,both,2.628919,0.846381,111,369,-1.656925,-0.004490
GMX,BAND,both,2.536808,2.390180,77,318,-1.631996,-0.005132
STG,BAND,both,2.182869,2.805795,115,339,-1.170221,-0.003452
HOOK,BAT,both,3.618729,0.187493,24,331,-1.230711,-0.003718
HOOK,BCH,both,4.404562,0.108638,24,335,0.382542,0.001142
FUN,BEL,both,2.156507,40.776819,406,378,-2.030643,-0.005372
GMT,BICO,both,2.053971,2.735420,239,293,-1.376847,-0.004699
HFT,BNB,both,3.942534,0.260429,35,317,0.371526,0.001172
HOOK,BNB,both,5.811296,0.214291,17,291,-0.297688,-0.001023
PHB,BNT,both,4.335971,0.192847,25,349,0.457589,0.001311
GMX,BTC,both,2.335557,0.301564,61,280,0.091235,0.000326
HOOK,BTC,both,4.239257,0.082856,19,323,-0.039130,-0.000121
OSMO,BTC,both,2.052544,0.103699,29,260,0.406544,0.001564
PHB,BTC,both,2.249510,0.058463,27,342,0.466107,0.001363
FUN,C98,both,2.375591,13.381469,389,372,-2.664813,-0.007163
NKN,C98,both,2.205705,6.884011,328,319,-0.876015,-0.002746
WIN,C98,both,2.088425,6.507305,362,357,-2.174643,-0.006091
ZRX,C98,both,2.000902,6.688848,302,315,-1.610147,-0.005112
GMX,CELO,both,2.894301,1.018344,69,310,-0.954018,-0.003077
HFT,CELO,both,2.495658,0.275928,42,330,0.247462,0.000750
OSMO,CELO,both,2.253501,0.415302,38,282,-0.153093,-0.000543
STG,CELO,both,2.037182,0.866143,120,320,-0.594455,-0.001858
GMT,CHR,both,2.134685,2.424717,207,283,0.272365,0.000962
SHIB,CHR,both,2.638606,20.530176,305,293,-0.102708,-0.000351
GMX,CHZ,both,2.008539,0.493890,66,301,-1.663017,-0.005525
GMX,COTI,both,2.788711,0.513048,68,302,-1.168597,-0.003870
HOOK,COTI,both,2.727108,0.131378,23,326,-0.924791,-0.002837
POLYX,COTI,both,2.225249,0.280538,59,379,-0.521531,-0.001376
STG,COTI,both,2.008959,0.429576,116,340,-0.833306,-0.002451
1INCH,CRV,both,2.116678,8.623945,351,288,-0.403709,-0.001402
APE,CRV,both,2.524274,4.200386,209,317,-0.246173,-0.000777
ARDR,CRV,both,2.484875,13.209596,384,368,-0.295805,-0.000804
ARPA,CRV,both,2.005954,6.457690,336,330,-0.268915,-0.000815
BTC,CRV,both,2.075352,6.905222,318,295,0.143242,0.000486
BTTC,CRV,both,2.425748,4.464215,302,453,-1.181767,-0.002609
CELO,CRV,both,2.862817,19.541415,337,299,-0.132278,-0.000442
DASH,CRV,both,2.004687,5.626859,332,273,-0.054495,-0.000200
DOGE,CRV,both,2.181522,8.281205,331,300,-0.004621,-0.000015
FUN,CRV,both,3.211361,45.463700,404,368,-1.408657,-0.003828
HBAR,CRV,both,2.289855,8.344822,324,323,-0.768742,-0.002380
HOOK,CRV,both,4.648655,0.222050,20,319,-0.966092,-0.003029
HOT,CRV,both,2.472379,11.424797,315,303,-0.027944,-0.000092
LOKA,CRV,both,2.805612,7.268824,291,354,-1.517633,-0.004287
LTC,CRV,both,2.594379,15.466760,341,277,-0.340881,-0.001231
MDT,CRV,both,2.542777,15.586838,425,345,-0.079923,-0.000232
MLN,CRV,both,3.245598,35.733515,413,360,-0.870594,-0.002418
NMR,CRV,both,2.291721,9.968910,444,350,-0.272272,-0.000778
RIF,CRV,both,2.573702,13.715401,421,342,-0.602298,-0.001761
SUN,CRV,both,2.049133,8.101053,416,367,-1.232613,-0.003359
TUSD,CRV,both,2.497407,9.534060,404,329,-0.645015,-0.001961
WIN,CRV,both,2.912689,23.813359,378,351,-0.805013,-0.002293
ZEC,CRV,both,2.899571,25.368958,350,308,-0.434773,-0.001412
ZRX,CRV,both,2.282958,9.688476,327,336,-0.368202,-0.001096
PHB,CTSI,both,2.524191,0.141057,37,345,-0.920822,-0.002669
GMT,CTXC,both,2.322350,7.219359,250,329,-0.791773,-0.002407
GMX,CTXC,both,2.217954,1.069093,76,353,-1.141669,-0.003234
HFT,CTXC,both,2.492131,0.741278,44,364,-0.240048,-0.000659
HOOK,CTXC,both,4.815031,1.328410,20,354,-1.728074,-0.004882
OSMO,CTXC,both,2.557429,0.971823,41,299,-0.558338,-0.001867
PHB,CTXC,both,3.650691,1.219890,42,368,-1.828239,-0.004968
HFT,CVX,both,2.946133,0.224564,33,330,0.948689,0.002875
HOOK,CVX,both,3.764640,0.166103,18,322,0.287688,0.000893
TUSD,CVX,both,3.998574,41.515148,276,318,0.292749,0.000921
USDC,CVX,both,3.542262,19.560786,277,305,0.732198,0.002401
USDP,CVX,both,3.502573,25.049765,281,315,0.837109,0.002657
FUN,DASH,both,2.307892,5.811161,408,361,-1.892573,-0.005243
HFT,DASH,both,2.911270,0.232349,41,326,0.294488,0.000903
HOOK,DATA,both,3.252272,0.124931,20,361,0.042330,0.000117
GMX,DEGO,both,3.613887,1.346101,71,356,-1.392319,-0.003911
OSMO,DEGO,both,2.095871,0.352358,45,299,-1.007511,-0.003370
PHB,DEGO,both,3.112191,0.317517,28,372,-0.772118,-0.002076
GMT,DENT,both,2.741602,3.346850,202,296,-1.506219,-0.005089
POLYX,DENT,both,2.443747,0.399269,67,375,-1.259477,-0.003359
OSMO,DF,both,2.257644,0.214851,41,307,-1.981851,-0.006456
GMT,DOGE,both,2.832653,4.128747,208,263,-0.257177,-0.000978
HOOK,DOGE,both,2.767535,0.104066,18,315,-1.580177,-0.005016
POLYX,DOGE,both,2.445935,0.686959,60,339,-1.250893,-0.003690
FUN,DOT,both,2.266830,5.834588,375,373,-1.200838,-0.003219
HOOK,DOT,both,3.269308,0.098163,22,313,-0.659237,-0.002106
GMT,DUSK,both,2.021344,2.042115,248,310,-0.643980,-0.002077
API3,DYDX,both,2.163988,5.215565,257,349,-0.194927,-0.000559
IMX,DYDX,both,2.415264,7.052643,246,331,-0.947245,-0.002862
PHB,DYDX,both,2.026302,0.141043,28,351,0.248128,0.000707
1INCH,EGLD,both,2.181087,5.838552,323,283,0.433534,0.001532
BCH,EGLD,both,2.108510,5.360313,349,309,0.197918,0.000641
FUN,EGLD,both,2.263574,6.958297,407,357,-0.718888,-0.002014
GMX,EGLD,both,3.904251,0.447067,73,303,-1.013314,-0.003344
HIVE,EGLD,both,2.250713,6.308258,403,350,-0.401819,-0.001148
HOOK,EGLD,both,3.256074,0.085966,20,318,-0.361018,-0.001135
LOKA,EGLD,both,2.045865,2.448069,284,354,-0.136748,-0.000386
LTC,EGLD,both,2.039124,4.939062,349,304,-0.160594,-0.000528
NEXO,EGLD,both,2.128124,1.378808,215,393,-0.693606,-0.001765
ONG,EGLD,both,2.237548,6.538147,390,367,-0.762667,-0.002078
TUSD,EGLD,both,2.146818,5.093455,411,310,0.009631,0.000031
HFT,ENJ,both,2.030452,0.138895,39,341,-0.810592,-0.002377
HOOK,ENJ,both,2.718742,0.103214,23,302,-1.587824,-0.005258
NEXO,ENS,both,2.558256,2.691001,217,400,-1.425513,-0.003564
HOOK,EOS,both,3.366688,0.102133,19,320,-1.367159,-0.004272
GMX,ETC,both,2.131876,0.298859,75,283,-0.804964,-0.002844
HFT,ETC,both,4.283772,0.351363,32,328,-0.239420,-0.000730
HOOK,ETC,both,3.102740,0.137393,22,289,-0.746386,-0.002583
APE,ETH,both,2.436582,1.775414,189,313,-0.276967,-0.000885
CHZ,ETH,both,2.218969,3.561797,302,280,0.214859,0.000767
FUN,ETH,both,3.130160,8.586211,326,330,-0.469153,-0.001422
GMX,ETH,both,3.268593,0.808759,67,250,-0.544731,-0.002179
HFT,ETH,both,3.593392,0.180898,34,321,-0.132131,-0.000412
HIVE,ETH,both,2.093292,3.449884,365,313,0.718398,0.002295
HOOK,ETH,both,5.313698,0.157719,17,323,-0.339792,-0.001052
OSMO,ETH,both,2.403269,0.232104,34,271,0.196022,0.000723
PHB,ETH,both,2.796698,0.130721,28,326,0.301395,0.000925
POLYX,ETH,both,2.867611,0.476811,57,332,0.581260,0.001751
SUSHI,ETH,both,2.288197,4.114225,310,268,0.219781,0.000820
APT,FIDA,both,2.981996,2.111164,54,367,-2.295316,-0.006254
GMX,FIDA,both,2.532964,2.421335,69,371,-2.029347,-0.005470
HFT,FIDA,both,2.451069,1.115539,37,387,-1.378550,-0.003562
OSMO,FIDA,both,2.947339,2.447177,32,346,-2.766826,-0.007997
POLYX,FIDA,both,3.086841,2.244702,57,399,-1.563049,-0.003917
TUSD,FIDA,both,2.130841,7.098001,396,355,-1.215514,-0.003424
USDP,FIDA,both,2.269907,8.904126,402,357,-1.721421,-0.004822
HOOK,FIL,both,2.391544,0.188583,21,301,0.012185,0.000040
GMX,FIO,both,2.291497,0.453966,65,354,-2.018773,-0.005703
1INCH,FLM,both,2.577345,15.809934,324,286,1.297421,0.004536
ACH,FLM,both,2.732763,9.386958,314,338,0.060524,0.000179
APE,FLM,both,2.844500,5.859556,234,298,1.432783,0.004808
ASR,FLM,both,2.232932,16.017078,418,370,0.967285,0.002614
ATOM,FLM,both,2.122702,7.741414,336,318,0.281172,0.000884
BAL,FLM,both,2.204517,5.615004,246,324,0.394660,0.001218
CAKE,FLM,both,2.272641,11.151786,367,299,0.713161,0.002385
CTXC,FLM,both,2.067321,4.345157,295,355,0.443657,0.001250
DEXE,FLM,both,2.868723,22.984635,396,312,1.066751,0.003419
ENS,FLM,both,2.432132,9.160872,305,272,0.539388,0.001983
EOS,FLM,both,2.509967,7.546347,231,279,1.086377,0.003894
FUN,FLM,both,2.310773,11.355838,415,350,-0.233726,-0.000668
HARD,FLM,both,2.343167,6.529937,310,357,0.927582,0.002598
HBAR,FLM,both,2.132315,7.190584,304,312,0.674428,0.002162
HIGH,FLM,both,2.076336,5.087250,312,343,0.187854,0.000548
ILV,FLM,both,2.422973,12.877802,317,301,0.572948,0.001903
INJ,FLM,both,2.197492,10.331031,388,363,0.080274,0.000221
IOTX,FLM,both,2.315946,10.324428,313,302,0.195124,0.000646
KDA,FLM,both,2.294142,4.130576,234,322,-0.050008,-0.000155
LRC,FLM,both,2.222549,9.244506,318,258,0.870857,0.003375
LTC,FLM,both,2.190881,9.268373,323,288,0.225538,0.000783
MDT,FLM,both,2.201768,10.730679,419,338,0.995882,0.002946
MLN,FLM,both,2.476586,15.259636,399,354,0.221028,0.000624
NEXO,FLM,both,2.993449,7.393877,218,368,0.650475,0.001768
OXT,FLM,both,2.363959,10.405044,452,359,0.403515,0.001124
PEOPLE,FLM,both,2.109659,8.809931,278,293,1.239621,0.004231
RAD,FLM,both,2.271019,11.160766,424,353,1.673351,0.004740
REI,FLM,both,2.167297,2.278591,203,342,-0.037707,-0.000110
REQ,FLM,both,2.657581,17.924403,382,339,0.905734,0.002672
T,FLM,both,2.681413,6.569780,253,309,0.507233,0.001642
TROY,FLM,both,2.160821,4.994507,309,340,1.034478,0.003043
TRU,FLM,both,2.075399,7.886349,382,330,1.269906,0.003848
UTK,FLM,both,2.434527,13.960356,388,326,0.816208,0.002504
WIN,FLM,both,2.342565,11.291575,359,332,0.381355,0.001149
XLM,FLM,both,2.130543,8.648951,326,303,1.148634,0.003791
HOOK,FLOW,both,3.687086,0.160153,23,310,-0.245427,-0.000792
PHB,FLOW,both,2.328683,0.137761,30,329,0.346573,0.001053
APT,FTT,both,4.583474,3.311913,20,89,1.130715,0.012705
GMX,FTT,both,3.708414,5.764849,37,99,0.600299,0.006064
LUNC,FTT,both,2.318050,2.878236,60,88,0.890326,0.010117
STG,FTT,both,2.064979,2.639778,69,99,-0.063582,-0.000642
USDP,FTT,both,2.080448,2.399144,401,108,0.317029,0.002935
ACH,FXS,both,4.129357,75.646943,329,370,1.140300,0.003082
ACM,FXS,both,3.801836,64.560953,359,395,0.564367,0.001429
AGLD,FXS,both,3.283272,42.528457,345,339,0.897078,0.002646
ALPINE,FXS,both,3.322112,16.788915,280,398,0.987823,0.002482
APE,FXS,both,2.771472,7.179287,266,380,1.120807,0.002949
API3,FXS,both,2.234053,5.622540,323,364,2.908710,0.007991
APT,FXS,both,2.874695,0.432998,59,335,0.816908,0.002439
ARDR,FXS,both,2.496747,11.015405,361,391,1.822270,0.004661
ARPA,FXS,both,2.035602,5.641388,371,343,1.562936,0.004557
ASTR,FXS,both,2.983238,8.166982,273,361,1.744437,0.004832
ATM,FXS,both,2.783754,17.957644,378,374,0.714466,0.001910
AUCTION,FXS,both,2.120766,7.466743,400,413,1.347505,0.003263
AXS,FXS,both,2.465737,11.033097,359,337,1.959190,0.005814
BCH,FXS,both,2.055190,6.040907,375,337,1.834298,0.005443
BNT,FXS,both,2.165687,7.012614,369,351,1.545805,0.004404
BTTC,FXS,both,3.396246,19.834388,305,474,0.162649,0.000343
CITY,FXS,both,2.603805,11.143390,375,377,0.683682,0.001813
COS,FXS,both,3.087014,23.530426,360,409,1.149317,0.002810
CTK,FXS,both,2.549741,14.169874,365,344,1.880511,0.005467
DATA,FXS,both,2.591702,11.339363,359,386,1.409099,0.003651
DCR,FXS,both,3.018846,21.670947,357,387,1.813159,0.004685
DF,FXS,both,3.027652,21.410506,355,384,1.465091,0.003815
DGB,FXS,both,2.155744,6.448012,364,361,2.052758,0.005686
DIA,FXS,both,2.574241,12.773106,361,368,1.969927,0.005353
DOGE,FXS,both,2.380637,10.383555,348,334,2.306435,0.006905
DYDX,FXS,both,2.376363,10.477823,357,346,1.299845,0.003757
ENS,FXS,both,3.147970,24.407797,354,351,2.015865,0.005743
EOS,FXS,both,2.123726,5.310673,340,352,1.923451,0.005464
ETC,FXS,both,2.289216,8.277218,347,355,1.801687,0.005075
EUR,FXS,both,3.882222,112.978214,420,489,1.211827,0.002478
FARM,FXS,both,2.822758,16.123891,362,378,2.179603,0.005766
FLUX,FXS,both,2.962575,22.787914,353,370,1.523574,0.004118
FORTH,FXS,both,3.178745,30.029003,378,383,1.534863,0.004007
FUN,FXS,both,2.898514,19.649901,369,384,0.422988,0.001102
GHST,FXS,both,4.575879,225.802509,362,398,1.241692,0.003120
GMT,FXS,both,2.993951,8.915257,268,359,1.610577,0.004486
GMX,FXS,both,3.850147,1.013881,72,363,0.469598,0.001294
HFT,FXS,both,3.114787,0.287548,44,395,1.317151,0.003335
HIGH,FXS,both,2.236872,7.558505,367,371,2.102621,0.005667
HOOK,FXS,both,2.071621,0.069779,25,350,0.697412,0.001993
HOT,FXS,both,2.704629,15.903763,348,353,1.589481,0.004503
IMX,FXS,both,2.454257,8.760854,331,366,1.177156,0.003216
IOTX,FXS,both,2.410900,10.893573,370,361,1.625434,0.004503
JASMY,FXS,both,2.363352,9.207987,348,350,2.168957,0.006197
KAVA,FXS,both,3.111828,32.366060,370,374,1.988207,0.005316
KDA,FXS,both,3.275900,10.418038,264,366,1.172062,0.003202
KMD,FXS,both,3.058285,19.514275,352,415,0.860856,0.002074
KNC,FXS,both,3.175799,29.680295,373,347,1.828207,0.005269
LAZIO,FXS,both,4.067995,120.771428,363,388,0.810431,0.002089
LDO,FXS,both,2.211346,1.510423,209,358,-0.681345,-0.001903
LOKA,FXS,both,3.566036,27.378602,306,377,1.586464,0.004208
LSK,FXS,both,2.481188,10.475901,379,370,1.864197,0.005038
LUNA,FXS,both,2.658715,14.587959,334,357,1.537617,0.004307
LUNC,FXS,both,3.741718,1.410161,102,352,1.968493,0.005592
MAGIC,FXS,both,3.014055,0.047826,10,364,1.428765,0.003925
MDT,FXS,both,3.458513,64.062551,358,368,1.072007,0.002913
MINA,FXS,both,3.183842,27.927316,359,342,1.604118,0.004690
MLN,FXS,both,2.489209,11.435610,375,374,1.257042,0.003361
NEXO,FXS,both,4.248013,10.067778,223,407,1.778110,0.004369
NKN,FXS,both,2.780372,13.396940,362,372,2.461454,0.006617
NULS,FXS,both,3.318207,20.660167,330,385,2.085529,0.005417
OG,FXS,both,3.175479,41.426909,387,383,1.446417,0.003777
OGN,FXS,both,2.542387,11.804799,369,366,1.822896,0.004981
OM,FXS,both,2.127823,6.114268,379,356,2.037984,0.005725
ONG,FXS,both,2.709096,14.321028,353,393,1.466687,0.003732
OSMO,FXS,both,4.578216,0.711987,38,335,1.238565,0.003697
OXT,FXS,both,2.839015,14.243849,394,382,1.458066,0.003817
PAXG,FXS,both,3.890221,120.595302,366,446,-0.325436,-0.000730
PEOPLE,FXS,both,2.507586,9.326539,344,340,2.695425,0.007928
PHB,FXS,both,3.925397,0.302879,28,384,1.774453,0.004621
POLYX,FXS,both,3.655822,0.598613,63,381,1.564422,0.004106
PORTO,FXS,both,4.318984,92.085473,355,363,1.649718,0.004545
POWR,FXS,both,2.116325,5.574769,374,394,0.668758,0.001697
PSG,FXS,both,3.375829,34.247215,355,388,1.083392,0.002792
PUNDIX,FXS,both,2.260755,7.718514,388,393,1.813845,0.004615
PYR,FXS,both,2.263482,8.093882,354,402,0.708306,0.001762
RAD,FXS,both,3.330329,41.950367,383,353,2.316755,0.006563
RARE,FXS,both,2.905089,18.128062,375,376,2.468920,0.006566
REI,FXS,both,4.811707,11.339775,202,367,1.764578,0.004808
REQ,FXS,both,3.732015,68.091745,342,380,2.101932,0.005531
RIF,FXS,both,2.210888,7.390474,389,374,1.344320,0.003594
SANTOS,FXS,both,3.674659,60.614245,340,391,1.563103,0.003998
SFP,FXS,both,2.032183,5.369271,354,381,2.122694,0.005571
SHIB,FXS,both,2.442229,10.591704,347,323,1.990095,0.006161
SKL,FXS,both,2.100723,5.434106,355,384,2.481060,0.006461
SLP,FXS,both,2.808802,18.605308,333,329,2.085155,0.006338
SPELL,FXS,both,2.183728,6.386395,338,358,2.132846,0.005958
STEEM,FXS,both,4.111902,8.789359,220,407,1.569776,0.003857
STG,FXS,both,2.898719,0.992698,125,366,0.633373,0.001731
STORJ,FXS,both,2.464930,10.543712,367,371,1.663689,0.004484
STRAX,FXS,both,2.504611,10.778764,384,390,1.757571,0.004507
STX,FXS,both,2.083506,6.165951,366,363,1.373245,0.003783
SUPER,FXS,both,2.375883,9.164754,357,371,2.622485,0.007069
SYS,FXS,both,3.167429,29.392905,366,342,2.621651,0.007666
T,FXS,both,2.231584,4.156590,271,346,2.094420,0.006053
TFUEL,FXS,both,2.587665,13.164872,352,358,2.109684,0.005893
THETA,FXS,both,2.382831,10.261970,359,342,1.857437,0.005431
TRU,FXS,both,3.243947,32.136208,365,381,2.238549,0.005875
TUSD,FXS,both,6.140391,1089.106883,255,349,0.196269,0.000562
TWT,FXS,both,2.237773,6.934947,370,365,2.420450,0.006631
UMA,FXS,both,2.909875,19.226800,369,375,1.923060,0.005128
USDC,FXS,both,5.784840,1160.379368,256,354,-0.036706,-0.000104
USDP,FXS,both,5.735135,1077.377368,275,353,-0.116441,-0.000330
UTK,FXS,both,2.658815,12.569809,354,374,2.513158,0.006720
VTHO,FXS,both,2.705366,15.480259,365,378,1.677297,0.004437
WIN,FXS,both,2.517711,12.152505,359,390,0.891433,0.002286
WOO,FXS,both,2.532534,7.839943,308,363,1.036421,0.002855
XEC,FXS,both,3.111240,19.963473,340,344,2.291478,0.006661
XLM,FXS,both,2.085881,6.548963,384,353,1.983680,0.005619
XNO,FXS,both,2.870063,10.756688,321,394,2.789207,0.007079
XRP,FXS,both,2.496678,12.257706,357,357,1.608336,0.004505
XTZ,FXS,both,2.244891,7.154334,365,342,1.993948,0.005830
XVG,FXS,both,2.445174,8.896708,354,354,2.543699,0.007186
YGG,FXS,both,2.166896,6.721508,358,365,1.064997,0.002918
ZRX,FXS,both,2.204097,7.612147,362,373,1.085714,0.002911
1INCH,GALA,both,2.500125,35.238472,302,258,0.691587,0.002681
APE,GALA,both,2.896290,6.111078,185,275,0.904842,0.003290
API3,GALA,both,2.361533,5.687563,226,307,1.175648,0.003829
DODO,GALA,both,2.050569,14.027143,333,322,1.961269,0.006091
EOS,GALA,both,2.261482,5.966571,213,250,1.339411,0.005358
ETC,GALA,both,2.522173,29.105671,279,251,0.578083,0.002303
GMT,GALA,both,2.227163,1.904005,180,236,-0.489358,-0.002074
HOOK,GALA,both,2.245829,0.102244,21,297,-0.887006,-0.002987
IOTX,GALA,both,2.774364,35.781358,289,306,-0.826685,-0.002702
ONT,GALA,both,2.498553,32.716204,283,271,1.068037,0.003941
POWR,GALA,both,2.323360,9.231883,310,358,-0.220412,-0.000616
REQ,GALA,both,2.130830,14.719381,375,337,1.402423,0.004161
STEEM,GALA,both,2.107797,1.718909,184,325,0.654302,0.002013
SUSHI,GALA,both,2.359414,23.552689,300,272,0.613315,0.002255
TRU,GALA,both,2.493489,28.827690,377,331,-0.104014,-0.000314
UNI,GALA,both,2.449906,25.825992,311,282,0.360918,0.001280
VET,GALA,both,2.150517,15.127858,249,279,0.005093,0.000018
XLM,GALA,both,2.312531,19.955553,313,272,1.580687,0.005811
HOOK,GLMR,both,4.350147,0.145015,14,319,-0.953744,-0.002990
