reference_coin,trading_coin,trading_type,sharpe_ratio,total_cumulative_return,num_trades
BAND,UNI,both,3.379609,1.668275,81
BCH,UNI,both,2.174102,0.814081,82
BNB,UNI,both,2.331130,0.795611,67
BNT,UNI,both,3.291703,1.775396,82
BTC,UNI,both,3.211455,1.371041,75
CHZ,UNI,both,2.653820,1.009032,102
COMP,UNI,both,2.103046,0.674880,88
COTI,UNI,both,2.697478,1.142076,85
DASH,UNI,both,2.272215,0.806035,84
DATA,UNI,both,2.135911,0.778312,95
DOGE,UNI,both,2.938320,1.376952,82
ETC,UNI,both,3.858310,2.288710,88
ETH,UNI,both,2.609655,0.964849,70
FIL,UNI,both,2.956615,0.724767,70
FTT,UNI,both,2.740888,1.039145,85
GRT,UNI,both,7.703408,0.230637,6
ICX,UNI,both,2.786394,0.979158,77
INJ,UNI,both,2.633969,0.719942,72
IOTX,UNI,both,2.789450,1.049010,93
JST,UNI,both,3.281440,1.615826,93
JUV,UNI,both,16.603063,0.286495,2
KAVA,UNI,both,2.072754,0.726798,81
LINK,UNI,both,2.392297,0.903074,66
MDT,UNI,both,2.505463,0.867501,116
PSG,UNI,both,16.603063,0.286495,2
QTUM,UNI,both,3.215166,1.344758,83
ROSE,UNI,both,4.084416,0.532841,31
RVN,UNI,both,2.438075,0.954213,94
SKL,UNI,both,2.632615,0.209563,23
SNX,UNI,both,3.001531,1.264089,86
STORJ,UNI,both,2.155719,0.741601,82
TFUEL,UNI,both,3.373350,1.346978,111
THETA,UNI,both,3.994357,2.128201,85
TRX,UNI,both,3.543401,1.780920,74
TUSD,UNI,both,2.120126,0.694841,106
UMA,UNI,both,2.739784,1.027040,87
USDC,UNI,both,2.565385,0.993119,102
WIN,UNI,both,2.011650,0.643092,78
XLM,UNI,both,2.856129,1.134955,76
XRP,UNI,both,4.564409,2.897714,80
XTZ,UNI,both,3.076912,1.336240,77
XVS,UNI,both,2.761965,0.837306,85
ZIL,UNI,both,3.323489,1.877293,91
BEL,VET,both,2.914324,1.024635,96
CTK,VET,both,3.968447,0.768192,59
ROSE,VET,both,3.096395,0.273748,35
UNI,VET,both,2.802447,0.810366,83
UTK,VET,both,3.239832,0.864035,89
XVS,VET,both,3.457910,0.884327,89
AUDIO,WIN,both,3.606203,0.544177,60
AVA,WIN,both,3.445668,0.185618,34
CTK,WIN,both,3.606943,0.368020,53
GRT,WIN,both,4.998596,0.078668,6
INJ,WIN,both,3.696344,0.549700,68
JUV,WIN,both,22.595232,0.078643,2
KSM,WIN,both,2.275634,0.513899,94
PSG,WIN,both,5.453082,0.043292,3
ROSE,WIN,both,3.849713,0.276042,37
XVS,WIN,both,5.210737,1.086333,78
AAVE,XLM,both,3.687649,2.034111,58
AUDIO,XLM,both,2.068694,0.622067,71
AVAX,XLM,both,2.011559,0.825114,83
AXS,XLM,both,2.622111,0.744963,48
BEL,XLM,both,2.537816,2.667235,99
BNT,XLM,both,2.048191,4.727884,258
BTC,XLM,both,2.016949,13.007403,463
COMP,XLM,both,2.973600,5.046410,156
CTK,XLM,both,2.865714,1.169843,52
EGLD,XLM,both,2.201725,1.185084,102
FIL,XLM,both,3.306101,2.295970,59
FLM,XLM,both,2.575500,1.512137,68
INJ,XLM,both,2.446885,0.894719,70
JST,XLM,both,2.942881,3.121890,101
LUNA,XLM,both,2.622121,0.961806,167
MKR,XLM,both,2.070932,1.044326,139
NMR,XLM,both,2.127653,1.343549,137
ROSE,XLM,both,2.202537,0.180806,29
RSR,XLM,both,2.109869,1.088091,99
RUNE,XLM,both,2.999162,2.492902,107
SAND,XLM,both,2.210040,1.480678,125
SOL,XLM,both,2.241688,1.700522,120
SUN,XLM,both,2.353975,1.118878,74
TRB,XLM,both,2.767991,2.057932,93
UNI,XLM,both,2.913307,1.816722,76
UTK,XLM,both,3.138370,1.760722,86
XVS,XLM,both,3.160377,1.989708,81
AAVE,XRP,both,2.979319,1.330552,63
BEL,XRP,both,2.655004,1.642982,103
COMP,XRP,both,2.777750,3.092665,157
CTK,XRP,both,3.135888,1.945411,47
DIA,XRP,both,2.133102,1.062965,105
EGLD,XRP,both,2.566294,2.638854,93
FLM,XRP,both,2.051303,0.881193,77
INJ,XRP,both,3.594946,2.506914,63
JST,XRP,both,2.185113,1.741464,109
JUV,XRP,both,426.754113,0.162372,2
PAXG,XRP,both,2.247199,1.283733,129
PSG,XRP,both,110.988312,0.131294,2
ROSE,XRP,both,2.971381,0.546893,29
RUNE,XRP,both,2.928939,2.182981,104
SKL,XRP,both,2.329961,0.217989,18
STORJ,XRP,both,2.077942,1.932086,126
UTK,XRP,both,2.982100,1.684809,92
XVS,XRP,both,2.935812,2.409317,80
XVS,XTZ,both,3.726933,0.776258,77
ADA,YFI,both,3.015063,4.536330,122
ALGO,YFI,both,3.630393,8.096585,114
ATOM,YFI,both,3.189635,6.085471,117
AXS,YFI,both,2.551481,0.430645,50
BAND,YFI,both,4.026192,9.978027,116
BAT,YFI,both,3.260751,3.796920,126
BCH,YFI,both,4.487451,19.702294,120
BTC,YFI,both,4.087064,10.630205,121
CELR,YFI,both,3.685460,10.098460,138
CHZ,YFI,both,4.421108,24.336998,139
COS,YFI,both,2.494386,2.012667,167
CTK,YFI,both,2.631755,0.709992,54
CTSI,YFI,both,2.268869,1.845193,154
DASH,YFI,both,3.513069,7.831037,124
DATA,YFI,both,4.611692,23.020860,144
DCR,YFI,both,3.032615,4.137185,155
DGB,YFI,both,2.975412,5.501185,138
DIA,YFI,both,3.070191,2.003141,104
DOGE,YFI,both,3.172595,5.467830,118
DOT,YFI,both,2.842195,3.309686,107
DUSK,YFI,both,3.546159,8.327371,136
ETC,YFI,both,3.786738,10.965439,118
ETH,YFI,both,4.758601,26.012552,110
EUR,YFI,both,2.586086,2.634388,162
FET,YFI,both,3.031537,4.408312,149
FIL,YFI,both,5.456529,3.236543,66
FLM,YFI,both,3.006103,1.119752,80
FUN,YFI,both,2.664242,3.225310,153
HBAR,YFI,both,3.157904,5.854591,142
HOT,YFI,both,2.826995,3.342089,140
ICX,YFI,both,4.656980,13.438574,122
INJ,YFI,both,2.362291,0.637675,71
IOST,YFI,both,4.849871,25.221206,123
IOTA,YFI,both,5.069917,44.988623,124
KAVA,YFI,both,2.873227,3.842542,124
KNC,YFI,both,4.173454,11.943417,128
LRC,YFI,both,3.280363,7.026912,117
LTC,YFI,both,3.891365,13.250806,116
LUNA,YFI,both,4.102366,8.120315,166
MANA,YFI,both,3.089439,6.423569,141
MBL,YFI,both,2.866749,4.697749,131
MDT,YFI,both,2.616236,3.693426,161
MKR,YFI,both,4.608251,17.768548,121
NEAR,YFI,both,2.185359,0.571416,64
NEO,YFI,both,4.574880,9.240678,128
NKN,YFI,both,3.291540,5.710031,146
NMR,YFI,both,2.232896,1.559046,143
OGN,YFI,both,2.484023,2.834345,126
ONE,YFI,both,2.278905,2.074291,134
OXT,YFI,both,4.013899,1.983648,97
QTUM,YFI,both,3.672525,7.638007,124
RVN,YFI,both,3.843143,13.751344,139
SC,YFI,both,3.635509,6.093457,139
STX,YFI,both,3.447153,7.837789,150
SUN,YFI,both,3.597465,2.180352,83
THETA,YFI,both,5.153346,28.094242,121
TRX,YFI,both,3.427311,5.088552,123
UNI,YFI,both,3.605186,2.652127,63
UTK,YFI,both,5.793834,5.071017,83
VTHO,YFI,both,3.143563,6.147364,143
WIN,YFI,both,3.342770,4.614651,134
XLM,YFI,both,3.882326,12.546394,118
XRP,YFI,both,4.046712,11.764822,115
XTZ,YFI,both,3.940420,11.561623,114
XVS,YFI,both,4.857380,2.811870,82
ZEC,YFI,both,3.402893,6.788412,119
ZEN,YFI,both,3.122821,6.848194,143
ZIL,YFI,both,3.551392,7.723437,123
AAVE,ZEC,both,2.262036,0.332097,61
BEL,ZEC,both,2.533697,0.710409,92
INJ,ZEC,both,3.579149,0.582083,69
XVS,ZEC,both,2.824674,0.656528,83
AAVE,ZEN,both,3.016271,1.430258,74
AUDIO,ZEN,both,2.435298,0.626650,73
AXS,ZEN,both,3.123071,0.760421,52
BEL,ZEN,both,2.253119,2.210859,103
CTK,ZEN,both,4.593425,4.028973,61
FIL,ZEN,both,4.064282,1.684292,69
FLM,ZEN,both,2.191004,0.653597,85
GRT,ZEN,both,3.850990,0.073482,8
INJ,ZEN,both,5.111850,3.621546,70
JUV,ZEN,both,12.786984,0.196160,3
PAXG,ZEN,both,3.438243,2.373777,136
PSG,ZEN,both,9.557171,0.118793,3
ROSE,ZEN,both,4.018794,0.544551,37
RUNE,ZEN,both,2.728083,1.434261,116
SKL,ZEN,both,4.258170,0.361763,18
TUSD,ZEN,both,2.389078,1.936062,189
USDC,ZEN,both,2.274978,1.770875,183
UTK,ZEN,both,2.864420,1.522776,91
XVS,ZEN,both,5.062401,5.034084,78
AVA,ZIL,both,2.197956,0.241580,34
GRT,ZIL,both,3.642971,0.147369,5
LRC,ZIL,both,2.283794,2.014768,186
ROSE,ZIL,both,2.792398,0.423061,39
COMP,ZRX,both,2.093298,1.256746,164
JST,ZRX,both,2.134920,0.877423,115
