reference_coin,trading_coin,trading_type,sharpe_ratio,total_cumulative_return,num_trades
JUV,AVA,both,5.078708,0.038481,4
PSG,AVA,both,7.213170,0.069280,4
JUV,AVAX,both,6.446997,0.078554,3
ONT,AVAX,both,2.009352,0.476721,86
PSG,AVAX,both,7.358078,0.094598,2
TFUEL,AVAX,both,2.582190,0.681559,106
THETA,AVAX,both,2.257688,0.596784,87
XTZ,AVAX,both,2.670171,0.628667,88
ADA,AXS,both,4.374605,1.670466,45
ALGO,AXS,both,3.000560,0.703651,51
ANKR,AXS,both,2.008390,0.328515,52
ARDR,AXS,both,2.886333,0.644225,58
ARPA,AXS,both,6.355681,3.436623,53
AVAX,AXS,both,2.326945,0.549198,58
BAND,AXS,both,4.384923,1.439125,53
BAT,AXS,both,6.767283,3.007298,54
BCH,AXS,both,5.130486,3.660964,46
BNB,AXS,both,4.885476,1.972123,50
BTC,AXS,both,5.910573,3.711360,37
CELR,AXS,both,2.076577,0.384719,57
CHR,AXS,both,3.591101,0.939307,59
CHZ,AXS,both,2.779451,0.747121,55
COS,AXS,both,3.568471,1.241527,60
COTI,AXS,both,3.391176,1.037338,60
CTSI,AXS,both,2.006116,0.368681,67
DASH,AXS,both,2.394777,0.596520,52
DATA,AXS,both,2.845350,0.613850,60
DENT,AXS,both,2.449712,0.660958,58
DGB,AXS,both,4.238367,1.119255,50
DOGE,AXS,both,3.250965,0.840527,50
DOT,AXS,both,2.009641,0.355712,55
DUSK,AXS,both,3.887737,1.341376,54
ETC,AXS,both,5.037406,2.401650,45
ETH,AXS,both,5.030625,2.425345,47
FET,AXS,both,5.050237,2.359841,51
FIL,AXS,both,2.393015,0.498958,62
FLM,AXS,both,2.627106,0.521345,59
FTT,AXS,both,6.720151,3.577259,52
FUN,AXS,both,2.626981,0.612151,54
HIVE,AXS,both,4.690521,2.429405,57
HOT,AXS,both,4.336384,1.259182,51
ICX,AXS,both,5.622146,2.483921,45
IOST,AXS,both,3.810111,1.047385,51
IOTA,AXS,both,3.380658,0.893107,55
IOTX,AXS,both,2.517997,0.661347,61
JST,AXS,both,2.507915,0.546289,50
KAVA,AXS,both,5.635934,2.370100,48
KNC,AXS,both,2.345223,0.452459,60
LINK,AXS,both,5.392897,2.506734,40
LRC,AXS,both,2.843987,0.589326,52
LTC,AXS,both,2.654425,0.652589,49
NEAR,AXS,both,3.141819,0.911973,51
NEO,AXS,both,5.397872,1.803917,45
OGN,AXS,both,3.287754,1.058901,56
ONE,AXS,both,4.673150,2.366531,58
ONT,AXS,both,6.801158,3.676260,47
QTUM,AXS,both,5.467040,1.889292,48
ROSE,AXS,both,2.341242,0.242373,41
RSR,AXS,both,3.135747,0.839558,51
RUNE,AXS,both,4.024398,1.049705,57
RVN,AXS,both,3.677958,1.112052,51
SC,AXS,both,4.098313,1.195377,54
SNX,AXS,both,3.546124,1.095045,57
STORJ,AXS,both,4.574204,1.937619,49
SXP,AXS,both,5.804552,2.516577,40
TFUEL,AXS,both,4.481897,2.461448,62
THETA,AXS,both,9.816544,7.071830,54
TRB,AXS,both,2.871388,0.639797,46
TRX,AXS,both,2.817783,0.660582,53
UTK,AXS,both,4.491217,1.575901,60
VET,AXS,both,2.397291,0.437678,56
WAN,AXS,both,5.369983,3.026334,55
WIN,AXS,both,3.537987,0.818550,51
XRP,AXS,both,2.902104,0.768207,53
XTZ,AXS,both,5.614749,2.498805,40
XVS,AXS,both,3.777620,1.183980,59
ZEC,AXS,both,5.283511,2.387292,48
ZIL,AXS,both,6.532976,4.180025,53
ZRX,AXS,both,2.308651,0.426981,50
XVS,BAND,both,2.390477,0.629865,83
UTK,BAT,both,2.651797,0.436332,78
XVS,BAT,both,2.968521,0.577719,88
AAVE,BCH,both,2.437568,0.403660,61
BEL,BCH,both,2.862283,0.658737,89
CTK,BCH,both,3.743193,0.665795,52
FLM,BCH,both,2.243405,0.459628,70
INJ,BCH,both,3.708786,0.747392,73
XVS,BCH,both,3.315969,0.892617,80
ANKR,BEL,both,2.917952,1.112909,90
BNT,BEL,both,2.880309,1.416155,86
BTC,BEL,both,2.677502,1.137295,87
CHZ,BEL,both,2.792072,1.426000,95
DOT,BEL,both,2.234704,0.739826,88
FTT,BEL,both,2.226448,0.855505,90
ICX,BEL,both,2.069726,0.702993,95
MBL,BEL,both,2.239891,0.907965,97
ONT,BEL,both,2.561021,1.089229,82
TFUEL,BEL,both,3.201929,1.777218,114
THETA,BEL,both,4.228617,3.110746,88
XTZ,BEL,both,2.081603,0.673751,94
ZIL,BEL,both,4.335736,3.969867,98
AUDIO,BNB,both,2.932720,0.333864,58
BEL,BNB,both,5.249022,1.049077,83
CTK,BNB,both,4.194737,0.494181,52
FIL,BNB,both,2.442667,0.314998,67
GRT,BNB,both,3.446282,0.047668,5
INJ,BNB,both,5.321579,0.740257,67
LRC,BNB,both,2.651772,1.403899,188
RUNE,BNB,both,3.131794,0.754142,79
SUSHI,BNB,both,2.050697,0.409258,82
TUSD,BNB,both,2.471956,24.610890,800
USDC,BNB,both,2.413543,25.359561,785
XVS,BNB,both,4.184724,0.725857,74
ARDR,BNT,both,4.376573,44.388088,220
AUDIO,BNT,both,2.999700,1.026145,61
AVAX,BNT,both,2.372307,1.065410,83
BCH,BNT,both,3.162209,26.178992,266
BEL,BNT,both,3.459302,2.013730,86
CHR,BNT,both,2.371428,4.847829,257
COS,BNT,both,2.308343,8.361341,344
CTK,BNT,both,2.911048,0.880375,56
DASH,BNT,both,2.769099,17.142210,287
DATA,BNT,both,2.524831,7.807491,280
DCR,BNT,both,2.575783,2.244022,157
DGB,BNT,both,2.930705,3.076616,167
DIA,BNT,both,2.174082,1.009274,106
ETC,BNT,both,3.181614,27.474937,256
EUR,BNT,both,3.562669,57.124927,341
FIL,BNT,both,3.303417,1.459883,63
FIO,BNT,both,4.185079,5.300178,103
FLM,BNT,both,2.267520,0.708099,70
HBAR,BNT,both,3.697524,60.965242,310
HIVE,BNT,both,3.576268,24.825692,257
HOT,BNT,both,2.183418,5.833679,302
JST,BNT,both,3.770234,4.543996,113
KSM,BNT,both,3.976497,2.697830,108
LRC,BNT,both,2.680270,4.078989,208
LTC,BNT,both,2.987493,17.546083,266
LUNA,BNT,both,2.856095,2.207770,163
MBL,BNT,both,3.426167,37.305437,294
MTL,BNT,both,2.552801,13.809926,315
NEAR,BNT,both,2.059990,0.535561,65
NMR,BNT,both,2.797104,1.924611,130
ONT,BNT,both,2.482428,9.260293,291
OXT,BNT,both,4.563956,3.285969,94
PAXG,BNT,both,4.736585,7.437597,116
QTUM,BNT,both,2.997004,21.039084,271
RVN,BNT,both,2.642449,15.062629,293
SC,BNT,both,2.706813,2.861025,176
SUSHI,BNT,both,2.880874,2.006017,92
TRX,BNT,both,2.674814,14.203604,262
TUSD,BNT,both,3.448489,54.111237,376
UMA,BNT,both,3.470588,3.518122,91
USDC,BNT,both,3.794627,92.288108,356
UTK,BNT,both,4.274763,2.626995,80
VTHO,BNT,both,2.568848,2.298436,173
XLM,BNT,both,2.142190,5.873433,258
XRP,BNT,both,2.878123,18.274590,251
XVS,BNT,both,3.393000,1.659405,77
ZIL,BNT,both,2.163439,6.323812,315
AAVE,BTC,both,2.528089,0.324174,60
AUDIO,BTC,both,2.380901,0.244002,67
AXS,BTC,both,3.320357,0.335392,37
BEL,BTC,both,2.631852,0.481458,87
COMP,BTC,both,2.098874,0.652931,154
CTK,BTC,both,3.904786,0.507578,55
DIA,BTC,both,3.291526,0.767567,91
EGLD,BTC,both,2.136687,0.454031,92
FIO,BTC,both,3.955184,0.893069,97
FLM,BTC,both,3.670862,0.732856,63
GRT,BTC,both,9.458087,0.139801,4
INJ,BTC,both,3.369076,0.481534,66
JST,BTC,both,3.123678,0.933519,99
JUV,BTC,both,8.407296,0.041005,3
LRC,BTC,both,3.097354,1.339152,163
MKR,BTC,both,2.152181,0.583617,124
NEAR,BTC,both,2.649618,0.356964,68
NMR,BTC,both,2.156468,0.418601,121
OXT,BTC,both,2.152465,0.331788,101
PAXG,BTC,both,2.557577,0.575138,119
PSG,BTC,both,6.605301,0.029116,3
ROSE,BTC,both,2.159284,0.172565,33
RSR,BTC,both,2.397666,0.509284,87
SAND,BTC,both,2.753771,0.569099,122
SC,BTC,both,2.639196,0.757253,147
SOL,BTC,both,2.037260,0.480767,107
SUN,BTC,both,2.875270,0.521694,67
TUSD,BTC,both,2.227493,12.457110,757
UMA,BTC,both,2.079685,0.329052,88
UNI,BTC,both,2.395333,0.432801,75
UTK,BTC,both,4.455749,0.760973,75
XVS,BTC,both,2.890404,0.514209,83
JUV,CELR,both,227.099753,0.182695,2
PSG,CELR,both,9.066235,0.060802,2
AVA,CHZ,both,4.849273,0.625084,30
GRT,CHZ,both,13.995305,0.573871,5
JUV,CHZ,both,14.340170,0.418763,3
PSG,CHZ,both,13.284171,0.398322,3
ROSE,CHZ,both,2.535190,0.352283,39
JUV,COS,both,8.423917,0.093096,3
PSG,COS,both,8.151782,0.116446,3
BEL,COTI,both,2.653538,0.801070,88
AVA,CRV,both,4.372074,0.469280,31
BAT,CRV,both,2.692334,1.730130,104
BCH,CRV,both,4.042283,8.006999,100
BNB,CRV,both,2.728640,2.233032,105
BNT,CRV,both,3.977405,5.531054,116
BTC,CRV,both,2.221443,1.471023,114
CELR,CRV,both,3.283728,3.897666,112
CHZ,CRV,both,3.744088,4.762521,123
DATA,CRV,both,3.809960,4.229476,134
DCR,CRV,both,2.717747,2.968128,136
DGB,CRV,both,3.168712,3.197744,129
ENJ,CRV,both,2.264034,1.376702,115
ETC,CRV,both,3.287716,4.123487,100
FET,CRV,both,4.232294,6.546563,105
FIL,CRV,both,2.036659,0.499972,64
HBAR,CRV,both,3.216444,3.138981,115
ICX,CRV,both,3.078912,3.559352,98
IOTA,CRV,both,2.152688,1.272877,115
IOTX,CRV,both,2.549510,2.524542,132
JST,CRV,both,3.548269,4.424095,104
JUV,CRV,both,14.489591,0.152262,3
KNC,CRV,both,2.394563,1.453842,117
LINK,CRV,both,3.107918,3.028010,96
LRC,CRV,both,3.905766,7.072703,111
LTC,CRV,both,2.548192,1.850261,96
NEO,CRV,both,4.894059,11.015047,103
NMR,CRV,both,4.520759,12.960569,113
ONE,CRV,both,2.674180,2.285669,126
OXT,CRV,both,3.111429,1.710871,101
PSG,CRV,both,31.908387,0.215559,3
QTUM,CRV,both,3.700411,4.824958,96
ROSE,CRV,both,3.048795,0.404772,34
RVN,CRV,both,2.294141,1.315824,126
SKL,CRV,both,3.639219,0.265717,22
STORJ,CRV,both,3.877349,5.058020,96
TFUEL,CRV,both,4.930104,10.882134,129
THETA,CRV,both,4.908395,15.308627,113
UTK,CRV,both,2.894087,1.029475,95
VET,CRV,both,2.436069,1.395011,103
VTHO,CRV,both,2.336872,1.443229,123
XLM,CRV,both,4.193109,7.837080,97
XRP,CRV,both,2.792269,2.343663,107
XTZ,CRV,both,4.394006,9.482071,106
ZEC,CRV,both,2.085749,1.236728,99
ADA,CTK,both,2.221184,0.283351,52
JUV,CTK,both,2.181022,0.005596,2
KNC,CTK,both,2.467382,0.386401,65
ONT,CTK,both,3.806736,0.801696,56
THETA,CTK,both,3.907580,0.904561,58
XLM,CTK,both,2.951630,0.452529,52
ZIL,CTK,both,2.318444,0.377891,58
AAVE,CVC,both,2.676700,2.530536,72
BEL,CVC,both,2.642420,4.620203,91
COMP,CVC,both,2.290276,7.696629,196
CTK,CVC,both,3.263169,3.062756,63
DGB,CVC,both,2.110835,3.742752,161
DOT,CVC,both,2.531166,6.134215,122
EGLD,CVC,both,2.350504,3.729031,123
FIL,CVC,both,3.102711,4.393139,73
FLM,CVC,both,3.203934,7.492038,71
LRC,CVC,both,2.194433,7.068342,201
LUNA,CVC,both,3.128371,9.686600,159
MKR,CVC,both,2.348916,8.526067,172
NEAR,CVC,both,3.912444,6.119036,69
NMR,CVC,both,2.034761,2.787529,134
OXT,CVC,both,2.558658,2.858356,105
SAND,CVC,both,2.874151,7.878963,131
SUN,CVC,both,2.909972,6.075608,84
TRB,CVC,both,2.055024,2.587790,109
UNI,CVC,both,2.375585,3.053361,94
UTK,CVC,both,3.008579,2.564871,85
VTHO,CVC,both,2.048376,4.891402,162
XVS,CVC,both,3.117664,6.008688,84
ZEN,CVC,both,2.117346,4.276690,170
AAVE,DASH,both,2.406254,0.378536,53
BEL,DASH,both,3.031230,0.880058,95
CTK,DASH,both,3.885582,0.627367,51
INJ,DASH,both,5.700567,1.276030,70
NEAR,DASH,both,2.903652,0.508448,63
RUNE,DASH,both,2.588516,0.653264,95
UNI,DASH,both,2.407305,0.536525,84
XVS,DASH,both,2.763292,0.584657,81
CELR,DCR,both,2.083056,0.888659,154
PSG,DENT,both,7.090014,0.058031,2
BEL,DGB,both,2.116429,0.566430,90
GRT,DGB,both,10.648739,0.408509,5
JUV,DGB,both,14.026841,0.116744,4
PSG,DGB,both,16.280611,0.108287,3
XVS,DGB,both,2.945598,0.846527,90
AUDIO,DOGE,both,2.374944,0.343940,65
AVA,DOGE,both,2.602863,0.168098,31
BEL,DOGE,both,2.690846,0.741684,88
CRV,DOGE,both,2.238409,0.672295,94
CTK,DOGE,both,4.448764,0.754692,50
FLM,DOGE,both,3.811533,0.991326,68
INJ,DOGE,both,3.007406,0.596838,65
PSG,DOGE,both,18.997400,1.308968,2
STRAX,DOGE,both,2.797838,0.971153,42
TRB,DOGE,both,3.108607,1.087766,99
XVS,DOGE,both,2.970564,2.872740,78
AVA,DOT,both,2.756290,0.252466,37
BCH,DOT,both,2.952116,1.284232,88
COMP,DOT,both,2.482093,0.972091,110
CTK,DOT,both,2.427981,0.395614,63
DASH,DOT,both,2.082187,0.715835,94
FIO,DOT,both,2.594912,0.893730,103
GRT,DOT,both,5.786688,0.257598,8
HBAR,DOT,both,2.113402,0.774345,122
INJ,DOT,both,3.090674,0.637971,72
IOTA,DOT,both,2.361617,0.918691,100
JUV,DOT,both,100.358102,0.438809,2
LINK,DOT,both,2.172421,0.807756,82
ONG,DOT,both,2.933054,1.702698,114
PAXG,DOT,both,2.056586,0.564699,125
PSG,DOT,both,74.119806,0.453216,2
QTUM,DOT,both,2.321922,0.989832,91
ROSE,DOT,both,2.485437,0.273767,37
SKL,DOT,both,3.818987,0.393045,24
STORJ,DOT,both,2.114039,0.799059,101
SUN,DOT,both,2.069145,0.516248,85
SUSHI,DOT,both,2.253142,0.763275,79
TFUEL,DOT,both,2.178019,0.931813,138
TRX,DOT,both,3.817258,2.017221,90
UMA,DOT,both,2.126724,0.525449,106
XLM,DOT,both,3.001035,1.448579,97
XRP,DOT,both,3.217252,1.563888,95
XTZ,DOT,both,2.586222,1.059411,94
ZIL,DOT,both,2.071072,0.764299,110
JUV,DUSK,both,7.833494,0.053609,3
ALGO,EGLD,both,3.149266,1.543726,105
ARDR,EGLD,both,2.895417,1.281562,141
AVA,EGLD,both,6.288839,1.462713,34
AVAX,EGLD,both,2.617533,1.029223,97
AXS,EGLD,both,3.803031,1.038555,56
BAND,EGLD,both,4.228510,2.776894,104
BAT,EGLD,both,3.064451,1.524883,97
BCH,EGLD,both,4.360552,3.451587,104
BEL,EGLD,both,3.712243,2.006490,89
BNB,EGLD,both,4.516056,3.466077,102
BTC,EGLD,both,4.792976,5.044776,92
CELR,EGLD,both,2.115605,0.869343,127
CHZ,EGLD,both,2.192389,0.710416,122
COMP,EGLD,both,2.444145,1.129591,108
COTI,EGLD,both,3.393726,2.069541,111
DASH,EGLD,both,3.979536,2.635707,106
DATA,EGLD,both,4.407801,3.654897,126
DCR,EGLD,both,2.410394,0.957374,129
DENT,EGLD,both,2.226372,0.872034,126
DGB,EGLD,both,4.869242,4.174933,115
DOGE,EGLD,both,2.809465,1.306444,104
DOT,EGLD,both,3.005239,1.446166,99
DUSK,EGLD,both,2.132782,0.845217,124
ETC,EGLD,both,3.586189,2.266433,112
ETH,EGLD,both,4.441251,4.387845,99
EUR,EGLD,both,3.560623,2.246112,124
FET,EGLD,both,3.828428,3.147062,111
FLM,EGLD,both,3.047470,1.207440,80
FTT,EGLD,both,5.022010,5.189596,104
HIVE,EGLD,both,2.539642,1.223451,113
ICX,EGLD,both,3.625095,1.900101,113
IOTA,EGLD,both,3.863099,2.511352,111
IOTX,EGLD,both,2.989674,1.611993,127
JST,EGLD,both,2.608497,1.205784,111
JUV,EGLD,both,3.222647,0.028200,2
KAVA,EGLD,both,2.638601,1.094190,105
LINK,EGLD,both,4.731981,4.097228,100
LRC,EGLD,both,4.061475,2.860729,102
LSK,EGLD,both,3.457754,2.043444,123
LTC,EGLD,both,2.575023,1.070404,116
MBL,EGLD,both,2.270408,0.832991,111
MKR,EGLD,both,2.260617,0.981832,107
NEO,EGLD,both,2.382456,1.055833,108
NKN,EGLD,both,2.893644,1.403898,128
NMR,EGLD,both,2.252969,0.990201,139
OGN,EGLD,both,2.293752,0.977273,115
ONE,EGLD,both,2.609032,1.220249,123
ONT,EGLD,both,3.533627,2.121344,104
QTUM,EGLD,both,2.279348,0.942001,104
RLC,EGLD,both,3.340908,1.792603,108
ROSE,EGLD,both,2.794059,0.442083,36
RSR,EGLD,both,4.858279,5.155762,100
RUNE,EGLD,both,3.829500,2.005405,116
RVN,EGLD,both,3.401201,2.183785,122
SC,EGLD,both,2.270962,0.899502,122
SKL,EGLD,both,5.513612,0.724360,20
SNX,EGLD,both,4.177423,2.212451,124
STRAX,EGLD,both,2.850459,0.486236,47
STX,EGLD,both,3.555804,2.373096,126
SUN,EGLD,both,3.306958,1.560883,98
TFUEL,EGLD,both,3.945975,2.862540,118
THETA,EGLD,both,3.701410,2.786329,120
TRB,EGLD,both,3.311255,2.032675,108
TRX,EGLD,both,3.884375,2.927571,92
TUSD,EGLD,both,2.318105,1.044090,121
UMA,EGLD,both,2.110109,0.830614,109
UNI,EGLD,both,5.491067,3.964718,83
USDC,EGLD,both,2.037866,0.807503,120
UTK,EGLD,both,4.308417,2.229286,90
VET,EGLD,both,4.151970,2.873111,109
VTHO,EGLD,both,2.098007,0.868460,131
WAN,EGLD,both,2.972073,1.526157,116
WIN,EGLD,both,3.889318,2.819011,105
XLM,EGLD,both,2.099527,0.826388,102
XRP,EGLD,both,2.769182,1.447390,93
XTZ,EGLD,both,4.229012,2.858165,108
XVS,EGLD,both,2.581345,0.841927,85
YFI,EGLD,both,3.550811,1.932971,103
ZEC,EGLD,both,4.535380,3.520006,108
ZEN,EGLD,both,2.829631,1.506449,117
ZIL,EGLD,both,3.279319,2.278314,112
ZRX,EGLD,both,4.367376,3.337330,111
UTK,ENJ,both,2.165002,0.317474,86
XVS,ENJ,both,3.177118,0.557209,78
BEL,ETC,both,3.263404,0.882557,88
CTK,ETC,both,3.994274,0.803662,50
DIA,ETC,both,2.237315,0.513726,105
FLM,ETC,both,2.772222,0.591670,71
INJ,ETC,both,3.699153,0.712077,75
XVS,ETC,both,3.396183,0.824600,87
BAT,ETH,both,2.082278,7.289635,550
BEL,ETH,both,3.114320,0.849615,89
BTC,ETH,both,2.061950,9.328302,330
COMP,ETH,both,3.496090,1.838391,153
CRV,ETH,both,2.025606,0.469837,92
CTK,ETH,both,2.179590,0.239593,53
DOGE,ETH,both,2.170791,6.510305,408
FIL,ETH,both,3.002100,0.500188,66
INJ,ETH,both,3.788714,0.553860,70
JST,ETH,both,2.862426,1.115195,102
LRC,ETH,both,2.323822,1.345610,171
MBL,ETH,both,2.239923,1.773587,270
MDT,ETH,both,2.176839,0.955089,234
SAND,ETH,both,2.977351,0.821355,118
SC,ETH,both,2.507984,0.955661,156
SNX,ETH,both,2.529112,0.885039,151
TUSD,ETH,both,2.109125,12.525930,785
UTK,ETH,both,2.996048,0.498288,80
WIN,ETH,both,2.010304,3.945781,447
XVS,ETH,both,2.844965,0.550047,82
XVS,FET,both,2.945286,0.777774,83
BNB,FIL,both,2.050649,0.466976,67
BTC,FIL,both,2.053826,0.285448,62
DASH,FIL,both,2.445991,0.408645,73
DOGE,FIL,both,2.488276,0.410427,65
JUV,FIL,both,5.913911,0.038564,4
PSG,FIL,both,5.913911,0.038564,4
AVA,FIO,both,5.689041,0.565119,32
BTC,FIO,both,2.733207,1.339991,97
DATA,FIO,both,2.669355,0.985325,123
DENT,FIO,both,2.397073,0.712060,126
ETH,FIO,both,2.106534,0.716371,103
FIL,FIO,both,2.024420,0.374226,83
FTT,FIO,both,2.340547,0.830467,111
GRT,FIO,both,9.026171,0.062149,3
ROSE,FIO,both,4.023175,0.614335,36
SKL,FIO,both,7.844328,0.689613,18
STRAX,FIO,both,2.427488,0.254505,39
AVA,FLM,both,3.668948,0.378252,27
BNB,FLM,both,3.174269,1.075947,66
BTC,FLM,both,3.508493,1.531545,63
FIL,FLM,both,3.126418,0.944480,69
FTT,FLM,both,2.516539,0.874885,66
LINK,FLM,both,2.045028,0.556635,72
MDT,FLM,both,2.111326,0.616857,107
NEO,FLM,both,2.854124,0.729009,59
TRX,FLM,both,3.479748,1.382064,61
UTK,FLM,both,2.191634,0.575065,76
BAND,FTT,both,2.065762,1.822233,376
BEL,FTT,both,3.199295,0.661741,90
COMP,FTT,both,2.317070,0.806212,179
CTK,FTT,both,4.298292,0.364015,52
FIL,FTT,both,3.096078,0.438685,67
FLM,FTT,both,2.043705,0.301805,66
GRT,FTT,both,7.743164,0.067104,5
HBAR,FTT,both,2.178172,2.056442,358
INJ,FTT,both,4.349677,0.467693,72
JUV,FTT,both,12.227320,0.046104,2
NEAR,FTT,both,2.925145,0.357027,69
PSG,FTT,both,11.817129,0.038960,2
SC,FTT,both,3.347996,1.202246,173
SUN,FTT,both,2.116657,0.385300,77
UTK,FTT,both,4.073411,0.584439,78
XLM,FTT,both,2.166635,2.162654,305
XRP,FTT,both,2.390056,2.213934,288
XVS,FTT,both,3.833332,0.560347,80
AUDIO,FUN,both,2.168109,0.509900,69
GRT,FUN,both,2.932682,0.105597,10
JUV,FUN,both,11.062530,0.485181,5
PSG,FUN,both,9.074897,0.446930,5
AAVE,GRT,both,16.178138,0.336987,8
ADA,GRT,both,13.351755,0.494818,7
ALGO,GRT,both,7.957446,0.232503,6
ARPA,GRT,both,17.367689,0.510090,6
ATOM,GRT,both,8.363117,0.276520,9
AXS,GRT,both,9.377068,0.308249,7
BAND,GRT,both,30.432652,0.630456,4
BAT,GRT,both,9.108107,0.336148,7
BCH,GRT,both,13.277330,0.243029,7
BNB,GRT,both,3.913796,0.076977,5
BNT,GRT,both,2.164942,0.034596,6
CELR,GRT,both,5.905459,0.164219,6
CHR,GRT,both,8.779277,0.314956,8
COMP,GRT,both,11.530406,0.435133,7
COS,GRT,both,16.722887,0.403935,8
CRV,GRT,both,13.136910,0.511225,7
