total_cumulative_return,profit_factor,max_drawdown,last_year_drawdown,sharpe_ratio,volatility,num_trades,data_points,reference_coin,trading_coin,trading_type
3.159026,1.290069,-0.389375,-0.163545,1.036075,0.555106,308,17520,CHZ,MKR,longs
2.655058,1.298882,-0.308435,-0.207879,1.117530,0.436886,310,17520,CHZ,MKR,shorts
4.108756,1.397636,-0.287956,-0.242257,1.232086,0.573467,273,17520,CHZ,MTL,shorts
1.327220,1.186157,-0.147070,-0.052199,1.123007,0.126039,798,17520,CHZ,PAXG,both
1.229625,1.257573,-0.103311,-0.030948,1.074813,0.096161,409,17520,CHZ,PAXG,longs
4.488855,1.253385,-0.438973,-0.223564,1.148431,0.653761,502,17520,CHZ,QTUM,both
2.930776,1.418421,-0.247419,-0.191754,1.257975,0.427380,237,17520,CHZ,QTUM,shorts
3.730653,1.373123,-0.331655,-0.264643,1.045766,0.629483,260,17520,CHZ,ROSE,shorts
49.745484,1.492816,-0.353644,-0.256132,2.116362,0.923027,544,17520,CHZ,RUNE,both
5.276045,1.357800,-0.410667,-0.203256,1.214402,0.684772,283,17520,CHZ,RUNE,longs
9.428555,1.684192,-0.242198,-0.242198,1.810114,0.619779,261,17520,CHZ,RUNE,shorts
2.934070,1.375584,-0.483133,-0.402843,1.170346,0.459860,226,17520,CHZ,SAND,shorts
3.508230,1.363047,-0.293254,-0.198672,1.086111,0.577801,292,17520,CHZ,STRAX,shorts
2.865221,1.291243,-0.264064,-0.253810,1.034879,0.508584,282,17520,CHZ,STX,shorts
6.060821,1.590413,-0.414840,-0.313065,1.546365,0.582607,263,17520,CHZ,SXP,shorts
6.368410,1.287511,-0.423005,-0.197641,1.383069,0.669290,585,17520,CKB,ADA,both
3.228409,1.411289,-0.272955,-0.182540,1.322789,0.442999,284,17520,CKB,ADA,shorts
5.216130,1.432603,-0.341154,-0.341154,1.381009,0.598025,313,17520,CKB,CTXC,shorts
3.943054,1.212499,-0.383037,-0.347164,1.078830,0.635853,594,17520,CKB,DASH,both
2.802900,1.352937,-0.323162,-0.196376,1.119812,0.460191,283,17520,CKB,DASH,shorts
4.192445,1.348425,-0.374258,-0.120909,1.105884,0.648026,298,17520,CKB,FLM,shorts
4.146655,1.379592,-0.361502,-0.204206,1.257842,0.565374,297,17520,CKB,IOTX,shorts
5.706311,1.440935,-0.286655,-0.102006,1.395699,0.623907,313,17520,CKB,KNC,shorts
3.886159,1.397926,-0.408774,-0.095127,1.439538,0.471478,326,17520,CKB,KSM,shorts
4.465131,1.214189,-0.394577,-0.219288,1.108397,0.674983,592,17520,CKB,NEO,both
4.096993,1.486386,-0.303586,-0.130163,1.552978,0.454048,289,17520,CKB,NEO,shorts
5.140543,1.449238,-0.379941,-0.149747,1.464482,0.558955,297,17520,CKB,OGN,shorts
3.656585,1.306572,-0.467866,-0.227904,1.000937,0.647658,294,17520,CKB,RSR,longs
62.517732,1.529237,-0.473529,-0.268328,2.408272,0.858593,597,17520,CKB,RUNE,both
11.440352,1.577693,-0.407294,-0.188612,1.778293,0.685249,294,17520,CKB,RUNE,longs
5.464669,1.472377,-0.472781,-0.360745,1.639282,0.518002,303,17520,CKB,RUNE,shorts
3.599482,1.317528,-0.324395,-0.220816,1.084218,0.590651,312,17520,CKB,STORJ,shorts
3.074260,1.308020,-0.266792,-0.226914,1.057571,0.530964,313,17520,CKB,ZRX,shorts
2.471060,1.315630,-0.366429,-0.112513,1.054078,0.429118,254,17520,COMP,DOT,longs
6.025411,1.578280,-0.255943,-0.215779,1.600740,0.560986,267,17520,COMP,FLM,shorts
3.737395,1.360178,-0.415800,-0.189531,1.101358,0.598529,279,17520,COMP,IOTX,shorts
4.142001,1.234175,-0.405035,-0.207194,1.161939,0.611555,553,17520,COMP,LINK,both
3.249660,1.313974,-0.290769,-0.103228,1.049807,0.561318,304,17520,COMP,MKR,longs
3.346114,1.381412,-0.368520,-0.263119,1.065189,0.566941,270,17520,COMP,NEAR,shorts
17.782486,1.351608,-0.387757,-0.333526,1.628233,0.883846,572,17520,COMP,RUNE,both
9.119003,1.544995,-0.337065,-0.150348,1.632647,0.676926,277,17520,COMP,RUNE,longs
4.550600,1.564502,-0.223172,-0.117028,1.348171,0.561969,277,17520,COMP,THETA,shorts
9.767753,1.508015,-0.485801,-0.172943,1.592174,0.715715,319,17520,COS,RUNE,longs
2.240675,1.285579,-0.242519,-0.126824,1.007552,0.400365,278,17520,COTI,ADA,shorts
2.168468,1.303741,-0.467703,-0.104379,1.062494,0.364247,289,17520,COTI,BCH,shorts
3.167140,1.335291,-0.310586,-0.211287,1.085373,0.531075,255,17520,COTI,IOTX,shorts
62.119028,1.533908,-0.316652,-0.194395,2.361148,0.874374,563,17520,COTI,RUNE,both
8.773164,1.526518,-0.279943,-0.132454,1.603674,0.677101,284,17520,COTI,RUNE,longs
7.080573,1.542354,-0.282605,-0.172183,1.765191,0.554432,279,17520,COTI,RUNE,shorts
3.884777,1.550415,-0.285966,-0.075164,1.509636,0.449468,250,17520,CRV,LINK,longs
12.951749,1.306921,-0.407126,-0.237532,1.444671,0.886441,527,17520,CRV,RUNE,both
7.413576,1.498214,-0.360815,-0.148924,1.509384,0.663619,263,17520,CRV,RUNE,longs
5.453574,1.229694,-0.439397,-0.265113,1.125800,0.753363,552,17520,CTK,AVAX,both
2.709457,1.302799,-0.286772,-0.159696,1.086075,0.458876,276,17520,CTK,KSM,shorts
4.649789,1.374795,-0.313914,-0.290151,1.172226,0.655514,284,17520,CTK,ONE,shorts
73.051610,1.545609,-0.325105,-0.274287,2.302069,0.932024,566,17520,CTK,RUNE,both
11.125977,1.570839,-0.322150,-0.176387,1.775713,0.678399,295,17520,CTK,RUNE,longs
6.565860,1.516389,-0.268133,-0.193774,1.469728,0.640215,271,17520,CTK,RUNE,shorts
2.842675,1.347168,-0.232762,-0.105000,1.018269,0.513000,256,17520,CTSI,ENJ,shorts
3.929329,1.481010,-0.365840,-0.078836,1.514057,0.451921,275,17520,CTSI,LINK,shorts
2.878444,1.323676,-0.297114,-0.289129,1.065810,0.495984,265,17520,CTSI,MANA,shorts
4.270597,1.376288,-0.365810,-0.123471,1.261112,0.575585,307,17520,CTSI,MTL,shorts
3.159537,1.293117,-0.278124,-0.200001,1.035052,0.555733,287,17520,CTSI,NEAR,shorts
1.328880,1.183331,-0.127115,-0.028955,1.130059,0.125806,826,17520,CTSI,PAXG,both
1.237883,1.271537,-0.096431,-0.017978,1.152114,0.092613,423,17520,CTSI,PAXG,longs
40.114108,1.447835,-0.380564,-0.249176,2.090872,0.882820,576,17520,CTSI,RUNE,both
7.275386,1.461380,-0.395198,-0.159709,1.479419,0.670702,285,17520,CTSI,RUNE,longs
5.513674,1.433057,-0.260849,-0.200904,1.484142,0.575158,291,17520,CTSI,RUNE,shorts
3.709483,1.370089,-0.370098,-0.300927,1.263430,0.518783,291,17520,CTSI,ZEN,shorts
6.349802,1.488564,-0.288875,-0.218151,1.549720,0.596373,334,17520,CTXC,FLM,shorts
3.431886,1.282915,-0.387981,-0.146614,1.034289,0.596115,335,17520,CTXC,MKR,longs
9.528132,1.244718,-0.492670,-0.279212,1.299965,0.867042,628,17520,CTXC,RUNE,both
2.905263,1.411679,-0.280447,-0.067864,1.297453,0.411007,247,17520,DASH,ALGO,shorts
2.818870,1.337071,-0.406232,-0.198258,1.092567,0.474267,254,17520,DASH,AVAX,shorts
2.494044,1.304422,-0.412144,-0.100226,1.023419,0.446496,260,17520,DASH,KSM,shorts
3.616936,1.376274,-0.366934,-0.116772,1.203194,0.534256,300,17520,DASH,MKR,longs
3.309479,1.331629,-0.300626,-0.187961,1.123486,0.532624,278,17520,DASH,MTL,shorts
3.438848,1.375582,-0.384086,-0.177174,1.099235,0.561816,238,17520,DASH,ONE,shorts
31.916779,1.452033,-0.437905,-0.220198,2.030539,0.852762,522,17520,DASH,RUNE,both
6.829802,1.455448,-0.360237,-0.204489,1.414553,0.679118,272,17520,DASH,RUNE,longs
4.739208,1.193869,-0.313299,-0.311579,1.058242,0.735120,627,17520,DATA,AVAX,both
3.131078,1.270796,-0.383462,-0.300344,1.068543,0.534081,338,17520,DATA,CRV,shorts
53.873612,1.460935,-0.345655,-0.266130,2.150817,0.926773,618,17520,DATA,RUNE,both
5.479293,1.401344,-0.392889,-0.158795,1.426496,0.596208,322,17520,DATA,RUNE,shorts
5.305181,1.347005,-0.466526,-0.177672,1.273597,0.655106,367,17520,DCR,RSR,shorts
13.327427,1.256879,-0.393659,-0.277236,1.418075,0.913148,692,17520,DCR,RUNE,both
3.509303,1.273594,-0.366823,-0.329682,1.087445,0.577233,356,17520,DCR,RUNE,shorts
4.592890,1.388399,-0.427932,-0.151008,1.221396,0.624085,356,17520,DCR,SXP,shorts
2.371646,1.324892,-0.337281,-0.249980,1.117249,0.386478,255,17520,DENT,DASH,shorts
4.805486,1.445208,-0.456976,-0.189872,1.300009,0.603749,260,17520,DENT,FLM,shorts
4.252827,1.468165,-0.292240,-0.092727,1.417399,0.510648,265,17520,DENT,KNC,shorts
5.399474,1.283425,-0.479483,-0.119234,1.307243,0.644984,517,17520,DENT,LINK,both
2.750397,1.391306,-0.346793,-0.246547,1.272156,0.397650,255,17520,DENT,LINK,shorts
6.710958,1.277265,-0.356938,-0.203864,1.310702,0.726230,594,17520,DENT,MKR,both
4.663063,1.454325,-0.226612,-0.161536,1.395594,0.551619,287,17520,DENT,MKR,longs
2.836009,1.336819,-0.266759,-0.154800,1.131521,0.460618,253,17520,DENT,NEAR,shorts
2.802787,1.303189,-0.325609,-0.107646,1.037191,0.496829,253,17520,DENT,ONE,shorts
1.357024,1.197848,-0.109770,-0.044597,1.174377,0.129981,800,17520,DENT,PAXG,both
1.232293,1.263988,-0.097631,-0.023101,1.099337,0.095001,412,17520,DENT,PAXG,longs
2.958502,1.341450,-0.418576,-0.268701,1.077099,0.503520,245,17520,DENT,ROSE,shorts
27.699078,1.427741,-0.484405,-0.287528,1.802355,0.921405,514,17520,DENT,RUNE,both
8.516735,1.515418,-0.382593,-0.150957,1.512796,0.707972,253,17520,DENT,RUNE,longs
2.364517,1.316648,-0.346877,-0.180568,1.011262,0.425495,260,17520,DENT,THETA,shorts
4.127649,1.215142,-0.446399,-0.263951,1.092325,0.648941,529,17520,DENT,ZEN,both
2.971031,1.343333,-0.280824,-0.193947,1.199080,0.454060,282,17520,DENT,ZEN,shorts
1.282253,1.161252,-0.108674,-0.046260,1.009061,0.123193,808,17520,DGB,PAXG,both
4.572895,1.417369,-0.278530,-0.165548,1.206401,0.630034,280,17520,DGB,RUNE,shorts
6.269112,1.223329,-0.471105,-0.471105,1.193541,0.768987,645,17520,DIA,AVAX,both
4.321301,1.374726,-0.415576,-0.415576,1.355430,0.539886,334,17520,DIA,AVAX,shorts
3.531320,1.348261,-0.428266,-0.422273,1.150993,0.548080,332,17520,DIA,CELO,shorts
5.606103,1.446082,-0.366783,-0.167023,1.454683,0.592519,331,17520,DIA,FLM,shorts
3.224581,1.387430,-0.285745,-0.205606,1.425178,0.410757,335,17520,DIA,IOTA,shorts
5.860688,1.203752,-0.477610,-0.370929,1.050106,0.841947,644,17520,DIA,KNC,both
2.642238,1.287947,-0.344457,-0.344457,1.104668,0.439782,332,17520,DIA,LINK,shorts
2.885395,1.300980,-0.437264,-0.414080,1.139358,0.465026,323,17520,DIA,MANA,shorts
5.431750,1.209330,-0.472239,-0.145737,1.188425,0.711976,694,17520,DIA,MKR,both
3.044442,1.285694,-0.277110,-0.109535,1.043025,0.533696,329,17520,DIA,MKR,longs
4.486032,1.324570,-0.246711,-0.213701,1.287055,0.583102,348,17520,DIA,RSR,shorts
95.343325,1.537009,-0.429117,-0.208274,2.537745,0.897940,625,17520,DIA,RUNE,both
13.949041,1.601903,-0.362966,-0.208551,1.884157,0.699361,293,17520,DIA,RUNE,longs
6.835117,1.467849,-0.366004,-0.147109,1.704956,0.563673,332,17520,DIA,RUNE,shorts
2.641284,1.415274,-0.284179,-0.112281,1.253797,0.387330,217,17520,DOGE,ADA,shorts
14.384924,1.497804,-0.248933,-0.172467,2.020816,0.659679,465,17520,DOGE,ALGO,both
6.318492,1.780686,-0.145491,-0.124756,1.967819,0.468407,228,17520,DOGE,ALGO,shorts
3.533465,1.394828,-0.239136,-0.140403,1.165415,0.541558,258,17520,DOGE,ARPA,shorts
5.735111,1.273422,-0.418244,-0.372727,1.257341,0.694564,473,17520,DOGE,AVAX,both
3.555154,1.361074,-0.270827,-0.205251,1.162594,0.545504,248,17520,DOGE,BAND,shorts
3.658891,1.420387,-0.284957,-0.284957,1.291432,0.502218,240,17520,DOGE,CELO,shorts
3.295597,1.356696,-0.299758,-0.141621,1.063257,0.560818,250,17520,DOGE,COTI,shorts
5.028760,1.440939,-0.314526,-0.123101,1.379343,0.585487,267,17520,DOGE,CRV,shorts
2.677823,1.348194,-0.271198,-0.215553,1.247262,0.394867,276,17520,DOGE,CTK,shorts
4.026935,1.633764,-0.262014,-0.115240,1.616494,0.430873,237,17520,DOGE,DASH,shorts
4.617320,1.314708,-0.329827,-0.220799,1.440222,0.531104,461,17520,DOGE,DOT,both
2.900289,1.489023,-0.225555,-0.132091,1.411892,0.377086,225,17520,DOGE,DOT,shorts
3.158853,1.404948,-0.333332,-0.161455,1.274819,0.451126,258,17520,DOGE,EGLD,shorts
3.045180,1.392294,-0.218862,-0.186456,1.082376,0.514405,233,17520,DOGE,FIL,shorts
16.161847,1.950996,-0.183437,-0.105792,2.218671,0.627099,249,17520,DOGE,FLM,shorts
3.797395,1.400235,-0.256108,-0.124085,1.319133,0.505755,243,17520,DOGE,GRT,shorts
4.962138,1.234818,-0.370223,-0.209837,1.078985,0.742289,507,17520,DOGE,ICX,both
4.304553,1.476693,-0.298611,-0.121592,1.357700,0.537554,241,17520,DOGE,ICX,shorts
3.633653,1.235557,-0.400095,-0.285523,1.025283,0.629211,475,17520,DOGE,IOST,both
3.574425,1.590958,-0.200844,-0.077875,1.653108,0.385276,224,17520,DOGE,IOST,shorts
6.085338,1.788673,-0.215671,-0.122522,1.883932,0.479285,250,17520,DOGE,IOTA,shorts
9.938702,1.320044,-0.474145,-0.253162,1.443515,0.795432,529,17520,DOGE,IOTX,both
6.526610,1.564748,-0.284791,-0.199522,1.667647,0.562436,262,17520,DOGE,IOTX,shorts
5.956892,1.525066,-0.279758,-0.133975,1.570314,0.568214,270,17520,DOGE,KNC,shorts
8.505566,1.792206,-0.284773,-0.228871,2.016863,0.530705,251,17520,DOGE,KSM,shorts
21.210791,1.677635,-0.305584,-0.132984,2.389430,0.639171,443,17520,DOGE,LINK,both
3.905929,1.548572,-0.394589,-0.071484,1.404521,0.485039,247,17520,DOGE,LINK,longs
5.430408,1.836022,-0.189748,-0.156423,2.030116,0.416728,196,17520,DOGE,LINK,shorts
11.964577,1.357974,-0.434513,-0.239455,1.708378,0.726405,597,17520,DOGE,MKR,both
4.428518,1.413468,-0.331092,-0.168311,1.329665,0.559564,296,17520,DOGE,MKR,longs
2.701711,1.298075,-0.338818,-0.192949,1.071186,0.463918,301,17520,DOGE,MKR,shorts
3.874720,1.378580,-0.320815,-0.133027,1.175492,0.576131,285,17520,DOGE,MTL,shorts
5.171209,1.235355,-0.456605,-0.361057,1.142522,0.719070,483,17520,DOGE,NEAR,both
4.010639,1.432259,-0.299716,-0.299716,1.379338,0.503484,242,17520,DOGE,NEAR,shorts
6.081050,1.297923,-0.448978,-0.132700,1.326015,0.680678,505,17520,DOGE,NEO,both
5.091107,1.643313,-0.148424,-0.105654,1.764371,0.461211,243,17520,DOGE,NEO,shorts
5.329395,1.478615,-0.369803,-0.369803,1.378969,0.606699,273,17520,DOGE,OGN,shorts
3.178770,1.454675,-0.257542,-0.257542,1.263644,0.457603,240,17520,DOGE,ONT,shorts
1.298681,1.173566,-0.114955,-0.033702,1.033677,0.126417,778,17520,DOGE,PAXG,both
4.916653,1.644020,-0.212306,-0.212306,1.845006,0.431605,240,17520,DOGE,QTUM,shorts
3.973965,1.322033,-0.302443,-0.122119,1.090141,0.632838,285,17520,DOGE,RSR,shorts
56.874772,1.539518,-0.392013,-0.226474,2.389789,0.845441,518,17520,DOGE,RUNE,both
7.374049,1.488983,-0.463394,-0.157092,1.591383,0.627745,258,17520,DOGE,RUNE,longs
7.712828,1.600182,-0.238455,-0.238455,1.799799,0.567531,260,17520,DOGE,RUNE,shorts
4.222167,1.235032,-0.458732,-0.310068,1.057469,0.681035,442,17520,DOGE,SAND,both
4.746296,1.583865,-0.255206,-0.203151,1.543541,0.504478,216,17520,DOGE,SAND,shorts
4.952653,1.448730,-0.253360,-0.253360,1.382608,0.578589,275,17520,DOGE,STORJ,shorts
3.837985,1.513469,-0.204331,-0.077647,1.260404,0.533538,244,17520,DOGE,THETA,shorts
2.426754,1.382283,-0.347262,-0.343195,1.036594,0.427629,217,17520,DOGE,VET,shorts
2.628334,1.336102,-0.345872,-0.187884,1.013622,0.476682,247,17520,DOGE,ZEC,shorts
5.308491,1.589515,-0.367159,-0.367159,1.697137,0.491801,254,17520,DOGE,ZEN,shorts
3.067155,1.447735,-0.302814,-0.196370,1.245362,0.449970,218,17520,DOGE,ZIL,shorts
8.859526,1.321950,-0.479723,-0.183213,1.566709,0.696203,569,17520,DOT,MKR,both
3.780299,1.387504,-0.366472,-0.110995,1.276167,0.521014,276,17520,DOT,MKR,longs
1.613598,1.345633,-0.118294,-0.018251,1.800546,0.132867,771,17520,DOT,PAXG,both
1.282364,1.338602,-0.106056,-0.020417,1.247956,0.099645,399,17520,DOT,PAXG,longs
1.258300,1.353581,-0.111225,-0.018617,1.305180,0.088019,372,17520,DOT,PAXG,shorts
9.045373,1.286068,-0.480666,-0.314876,1.250585,0.880489,482,17520,DOT,RUNE,both
3.390932,1.338403,-0.378262,-0.181461,1.232020,0.495570,282,17520,DUSK,IOTX,shorts
15.320601,1.390151,-0.373767,-0.153022,1.992107,0.685003,650,17520,DUSK,MKR,both
3.004320,1.289780,-0.390732,-0.067700,1.057046,0.520342,314,17520,DUSK,MKR,longs
5.099523,1.509255,-0.210149,-0.125113,1.825743,0.446160,336,17520,DUSK,MKR,shorts
8.783672,1.477968,-0.444461,-0.123215,1.595309,0.681026,308,17520,DUSK,RUNE,longs
4.780053,1.421588,-0.356088,-0.356088,1.412386,0.553833,282,17520,DUSK,RUNE,shorts
3.165461,1.298055,-0.348141,-0.324199,1.021721,0.563901,308,17520,DUSK,STORJ,shorts
3.536515,1.343988,-0.306239,-0.271860,1.055994,0.598082,297,17520,EGLD,MTL,shorts
4.072468,1.229435,-0.334710,-0.260588,1.070788,0.655708,546,17520,EGLD,NEO,both
2.561739,1.322014,-0.224170,-0.224170,1.024965,0.458887,269,17520,EGLD,NEO,shorts
2.194898,1.340377,-0.267308,-0.267308,1.085951,0.361957,245,17520,ENJ,ADA,shorts
2.088765,1.289945,-0.338893,-0.156742,1.000169,0.368224,230,17520,ENJ,ALGO,shorts
6.762618,1.311298,-0.480943,-0.230579,1.330814,0.718135,488,17520,ENJ,AVAX,both
3.320081,1.429070,-0.286418,-0.139072,1.152934,0.520407,221,17520,ENJ,CHR,shorts
3.539899,1.617359,-0.293442,-0.087408,1.731467,0.365037,243,17520,ENJ,EGLD,shorts
5.774465,1.585687,-0.469358,-0.157312,1.524206,0.575200,234,17520,ENJ,FLM,shorts
2.553002,1.357475,-0.284542,-0.284542,1.170550,0.400354,228,17520,ENJ,GRT,shorts
2.356316,1.441267,-0.284898,-0.094318,1.294615,0.331025,213,17520,ENJ,IOST,shorts
3.843621,1.449467,-0.348046,-0.209196,1.293293,0.520538,239,17520,ENJ,IOTX,shorts
3.506198,1.370119,-0.455981,-0.142196,1.106343,0.566973,259,17520,ENJ,KNC,shorts
3.090207,1.408181,-0.499004,-0.199807,1.248543,0.451822,251,17520,ENJ,KSM,shorts
8.645530,1.311613,-0.361499,-0.149482,1.533871,0.703137,591,17520,ENJ,MKR,both
3.633978,1.344227,-0.259732,-0.092409,1.180998,0.546287,295,17520,ENJ,MKR,longs
4.384202,1.496973,-0.328680,-0.133912,1.356903,0.544626,243,17520,ENJ,MTL,shorts
2.980741,1.367148,-0.354285,-0.175834,1.156581,0.472155,239,17520,ENJ,NEAR,shorts
4.100441,1.262218,-0.330315,-0.229105,1.214195,0.581083,464,17520,ENJ,NEO,both
2.567660,1.389974,-0.191860,-0.089275,1.254308,0.375903,223,17520,ENJ,NEO,shorts
2.068057,1.371425,-0.196149,-0.134189,1.082558,0.335598,208,17520,ENJ,ONT,shorts
4.154522,1.479298,-0.274821,-0.172146,1.216262,0.585481,227,17520,ENJ,ROSE,shorts
16.764457,1.378252,-0.416006,-0.277458,1.682056,0.838040,491,17520,ENJ,RUNE,both
4.999930,1.364855,-0.445798,-0.208751,1.161960,0.692547,246,17520,ENJ,RUNE,longs
3.352938,1.397677,-0.295724,-0.149128,1.278221,0.473250,245,17520,ENJ,RUNE,shorts
3.006269,1.387164,-0.302265,-0.275891,1.003696,0.548323,237,17520,ENJ,SXP,shorts
5.053439,1.649850,-0.204416,-0.175949,1.841744,0.439819,220,17520,ENJ,ZEN,shorts
5.682719,1.358261,-0.326257,-0.249811,1.359368,0.639058,455,17520,EOS,ADA,both
2.776859,1.384869,-0.260357,-0.212424,1.048366,0.487101,232,17520,EOS,ADA,longs
4.837378,1.590718,-0.255319,-0.118828,1.773107,0.444523,238,17520,EOS,ALGO,shorts
19.247931,1.517435,-0.428598,-0.260353,2.068210,0.714967,487,17520,EOS,AVAX,both
3.152319,1.372246,-0.438792,-0.116215,1.161126,0.494407,245,17520,EOS,AVAX,longs
6.105959,1.687631,-0.307700,-0.247431,1.749678,0.517028,242,17520,EOS,AVAX,shorts
7.459577,1.348598,-0.473100,-0.249202,1.295128,0.775792,495,17520,EOS,BNT,both
6.724348,1.805831,-0.236071,-0.236071,1.726391,0.551942,235,17520,EOS,BNT,shorts
2.783395,1.291192,-0.239865,-0.230766,1.163222,0.440016,475,17520,EOS,BTC,both
2.897749,1.313178,-0.310610,-0.262161,1.037267,0.512854,249,17520,EOS,CELO,shorts
3.963245,1.429507,-0.347994,-0.210064,1.333090,0.516493,242,17520,EOS,CHR,shorts
5.721231,1.615041,-0.268151,-0.268151,1.687645,0.516751,255,17520,EOS,COTI,shorts
3.434234,1.350383,-0.469015,-0.269917,1.111493,0.555017,271,17520,EOS,CRV,shorts
2.591678,1.332550,-0.430997,-0.237705,1.171312,0.406512,265,17520,EOS,CTK,shorts
5.288392,1.374318,-0.346997,-0.122365,1.456095,0.571911,440,17520,EOS,DOT,both
2.486901,1.433607,-0.339547,-0.093830,1.141658,0.398998,223,17520,EOS,DOT,shorts
3.641663,1.304738,-0.421173,-0.232613,1.065264,0.606629,283,17520,EOS,DUSK,shorts
4.254508,1.292486,-0.422824,-0.148298,1.087952,0.665461,413,17520,EOS,ETC,both
5.133672,1.573473,-0.385959,-0.128925,1.543531,0.529896,234,17520,EOS,FIL,shorts
25.327250,1.445774,-0.420775,-0.215128,1.644803,0.982452,510,17520,EOS,FLM,both
7.574323,1.664506,-0.260776,-0.135267,1.706614,0.593211,251,17520,EOS,FLM,shorts
5.632475,1.233018,-0.480660,-0.352431,1.000951,0.863453,512,17520,EOS,GRT,both
3.715700,1.418449,-0.457451,-0.343055,1.236285,0.530851,253,17520,EOS,GRT,shorts
2.623672,1.403023,-0.238770,-0.219361,1.030688,0.467928,230,17520,EOS,HOT,shorts
2.790025,1.493390,-0.182407,-0.091725,1.395012,0.367757,220,17520,EOS,IOST,shorts
6.218395,1.360737,-0.422435,-0.180929,1.457209,0.627059,493,17520,EOS,IOTA,both
2.761960,1.407065,-0.276218,-0.122096,1.144018,0.444023,242,17520,EOS,IOTA,shorts
4.306682,1.412371,-0.392769,-0.133459,1.153972,0.632670,260,17520,EOS,IOTX,shorts
4.887527,1.502424,-0.301300,-0.170722,1.547210,0.512757,263,17520,EOS,KSM,shorts
6.398380,1.340744,-0.429256,-0.166332,1.492020,0.621990,482,17520,EOS,LINK,both
2.525868,1.335554,-0.341053,-0.112180,1.028900,0.450279,242,17520,EOS,LINK,longs
2.533141,1.346081,-0.348919,-0.191247,1.080691,0.430031,240,17520,EOS,LINK,shorts
5.568137,1.304761,-0.355936,-0.262124,1.193711,0.719211,434,17520,EOS,MANA,both
4.907666,1.579598,-0.402630,-0.158500,1.407326,0.565185,222,17520,EOS,MANA,shorts
18.131851,1.446395,-0.435789,-0.243905,2.026270,0.715026,556,17520,EOS,MKR,both
3.287912,1.311562,-0.327597,-0.178110,1.069093,0.556664,287,17520,EOS,MKR,longs
5.514701,1.639245,-0.284207,-0.173919,1.899658,0.449401,269,17520,EOS,MKR,shorts
2.218994,1.327081,-0.342008,-0.133938,1.035143,0.384997,225,17520,EOS,NEO,shorts
5.474463,1.473340,-0.459116,-0.271371,1.457253,0.583322,283,17520,EOS,OGN,shorts
5.722235,1.232888,-0.483936,-0.330009,1.076608,0.810118,494,17520,EOS,ONE,both
10.222966,1.295145,-0.425363,-0.169001,1.359533,0.854939,545,17520,EOS,RSR,both
3.537350,1.336946,-0.356334,-0.079904,1.068874,0.590986,276,17520,EOS,RSR,longs
84.451148,1.667933,-0.369714,-0.176102,2.663737,0.832697,494,17520,EOS,RUNE,both
11.630675,1.676107,-0.309724,-0.148305,1.920652,0.638754,254,17520,EOS,RUNE,longs
7.261070,1.658087,-0.324551,-0.204480,1.851439,0.535402,240,17520,EOS,RUNE,shorts
4.419896,1.571584,-0.270515,-0.258609,1.581622,0.469808,230,17520,EOS,SAND,shorts
5.182885,1.680504,-0.279896,-0.109100,1.667310,0.493418,243,17520,EOS,THETA,shorts
17.813834,1.560715,-0.469270,-0.214959,1.659141,0.867911,314,17520,EOS,TRB,longs
5.200862,1.381443,-0.414332,-0.273069,1.445022,0.570519,444,17520,EOS,VET,both
2.172249,1.385866,-0.304039,-0.196281,1.069773,0.362583,215,17520,EOS,VET,shorts
4.719812,1.536790,-0.261084,-0.259036,1.709631,0.453832,262,17520,EOS,ZEN,shorts
3.847545,1.549835,-0.217982,-0.092545,1.494537,0.450787,222,17520,EOS,ZIL,shorts
4.075229,1.280229,-0.342855,-0.171447,1.170638,0.600069,430,17520,ETC,ADA,both
4.854338,1.280478,-0.422853,-0.181855,1.303489,0.606017,474,17520,ETC,ALGO,both
3.557999,1.504744,-0.207135,-0.159952,1.456111,0.435818,228,17520,ETC,ALGO,shorts
4.610104,1.242950,-0.437003,-0.314702,1.034695,0.738503,449,17520,ETC,AVAX,both
4.230806,1.383781,-0.317243,-0.133674,1.118775,0.644630,240,17520,ETC,CRV,shorts
2.911447,1.414075,-0.303802,-0.214948,1.087470,0.491347,220,17520,ETC,DASH,shorts
2.589104,1.378814,-0.303430,-0.100937,1.087840,0.437248,230,17520,ETC,DGB,shorts
2.762079,1.488721,-0.407220,-0.127708,1.310168,0.387730,213,17520,ETC,DOT,shorts
5.295777,1.611296,-0.315441,-0.136294,1.635998,0.509447,212,17520,ETC,FIL,shorts
12.067974,1.732757,-0.287740,-0.196559,1.865852,0.667404,242,17520,ETC,FLM,shorts
3.083771,1.324746,-0.362614,-0.241431,1.031593,0.545832,245,17520,ETC,GRT,shorts
3.223438,1.466686,-0.238293,-0.147025,1.197390,0.488750,240,17520,ETC,IOTA,shorts
3.515509,1.375700,-0.436386,-0.132938,1.030609,0.609923,244,17520,ETC,IOTX,shorts
2.935681,1.329336,-0.355646,-0.136728,1.095197,0.491665,262,17520,ETC,KSM,shorts
13.117267,1.487964,-0.428588,-0.167889,2.066210,0.622863,476,17520,ETC,LINK,both
3.164033,1.420509,-0.270825,-0.104009,1.306809,0.440710,248,17520,ETC,LINK,longs
4.145742,1.560833,-0.281843,-0.143417,1.612663,0.440911,228,17520,ETC,LINK,shorts
