reference_coin,trading_coin,trading_type,is_sharpe,is_return,is_trades,oos_trades,oos_total_return,oos_mean_return
HOT,FTT,both,8.903474,0.010987,5,358,0.548342,0.001532
ICX,FTT,both,19.868813,0.020820,3,342,0.439776,0.001286
IOST,FTT,both,16.057976,0.026041,5,360,-0.151157,-0.000420
IOTX,FTT,both,3.611247,0.007215,5,423,0.788037,0.001863
LINK,FTT,both,4.974848,0.014084,6,303,0.362516,0.001196
LTC,FTT,both,3.783959,0.008580,4,268,0.792863,0.002958
MTL,FTT,both,7.624447,0.013284,4,365,-0.124285,-0.000341
ONE,FTT,both,10.289025,0.020383,6,390,-0.076277,-0.000196
ONG,FTT,both,17.462263,0.038521,5,359,0.319966,0.000891
RLC,FTT,both,3.281749,0.011603,6,385,-0.240402,-0.000624
RVN,FTT,both,7.152120,0.007802,5,332,0.536976,0.001617
STX,FTT,both,27.872199,0.022812,4,415,0.416176,0.001003
TFUEL,FTT,both,20.667573,0.021340,4,417,0.495508,0.001188
THETA,FTT,both,9.267632,0.028448,5,377,0.327221,0.000868
TRX,FTT,both,10.336119,0.023907,4,307,0.054327,0.000177
TUSD,FTT,both,12.032666,0.036356,4,453,0.289629,0.000639
USDC,FTT,both,10.339989,0.032989,4,443,0.464761,0.001049
WAN,FTT,both,28.896224,0.040909,4,368,0.268082,0.000728
WIN,FTT,both,6.087900,0.016476,6,364,0.260054,0.000714
XRP,FTT,both,8.853360,0.022489,5,283,1.145256,0.004047
XTZ,FTT,both,194.187874,0.041274,2,356,0.217536,0.000611
FTT,HBAR,both,7.263650,0.179080,4,354,-1.681691,-0.004751
DUSK,IOST,both,2.293514,1.200904,171,402,-2.416566,-0.006011
NKN,IOST,both,3.048133,0.730950,89,441,-2.009541,-0.004557
RLC,IOST,both,3.694876,0.393248,44,384,-2.549740,-0.006640
RVN,IOST,both,2.203660,0.495161,92,334,-0.795589,-0.002382
RLC,IOTA,both,2.881806,0.169437,38,380,-1.858833,-0.004892
BTC,KAVA,both,2.821363,0.439768,57,349,0.957940,0.002745
DASH,KAVA,both,3.301423,0.633141,58,371,-0.285056,-0.000768
ETH,KAVA,both,3.437073,0.689260,52,358,-0.859352,-0.002400
FTT,KAVA,both,10.373958,0.083276,5,409,-0.271009,-0.000663
ONG,KAVA,both,2.441221,0.398460,57,389,-1.024964,-0.002635
ZEC,KAVA,both,2.519574,0.478096,63,369,-0.698481,-0.001893
IOTX,LINK,both,2.608700,0.178980,43,418,0.562140,0.001345
RLC,LINK,both,4.020794,0.292537,41,365,0.181352,0.000497
XTZ,LINK,both,2.340369,0.507614,90,262,1.170430,0.004467
ANKR,LTC,both,2.075009,0.642273,145,363,-0.673327,-0.001855
BTC,LTC,both,2.611599,7.082783,240,198,-0.533900,-0.002696
CHZ,LTC,both,2.342362,0.413865,112,365,-0.540288,-0.001480
ETC,LTC,both,2.270524,5.013321,285,222,0.406079,0.001829
IOTX,LTC,both,2.539462,0.180553,45,399,-0.329922,-0.000827
NKN,LTC,both,2.270357,0.311645,80,367,0.186129,0.000507
RVN,LTC,both,2.922893,0.467764,81,317,-0.603931,-0.001905
ANKR,NEO,both,2.582468,1.873922,147,393,-1.580358,-0.004021
FTT,NEO,both,10.205813,0.028444,5,312,-0.345347,-0.001107
HBAR,NEO,both,2.251324,0.807854,95,362,-0.477418,-0.001319
RVN,NEO,both,2.704825,1.034140,78,311,-0.164234,-0.000528
TFUEL,NEO,both,3.312123,6.127852,192,421,-1.064946,-0.002530
THETA,NEO,both,2.063826,2.456320,273,354,-0.009607,-0.000027
BCH,QTUM,both,3.505054,0.098436,18,267,-0.756848,-0.002835
DUSK,QTUM,both,2.122003,0.802555,163,385,-2.804284,-0.007284
RVN,QTUM,both,2.804132,0.629013,93,320,-2.083436,-0.006511
TFUEL,QTUM,both,2.856063,3.217835,221,412,-0.291652,-0.000708
XTZ,QTUM,both,2.550221,0.621188,97,302,-0.291391,-0.000965
BCH,RVN,both,2.594639,0.170353,23,311,-1.322073,-0.004251
IOTX,RVN,both,2.718370,0.340769,52,421,-1.965738,-0.004669
KAVA,RVN,both,3.472868,0.563094,60,388,-2.847338,-0.007338
BAND,STX,both,2.422525,0.451476,59,421,-3.326280,-0.007901
BAT,STX,both,3.792858,0.956594,57,422,-4.989481,-0.011823
BCH,STX,both,3.719165,0.329041,27,388,-3.760682,-0.009692
CELR,STX,both,2.109776,0.386675,63,440,-5.118579,-0.011633
COS,STX,both,2.250758,0.420026,58,456,-3.750088,-0.008224
ENJ,STX,both,2.263713,0.404467,66,439,-3.864247,-0.008802
FET,STX,both,2.023157,0.385793,70,429,-4.307494,-0.010041
FTT,STX,both,2.826466,0.022924,4,415,-4.173201,-0.010056
FUN,STX,both,5.462125,1.666143,56,448,-3.444252,-0.007688
ICX,STX,both,2.586373,0.360711,57,417,-4.941294,-0.011850
ONE,STX,both,3.601864,0.740560,62,452,-4.063007,-0.008989
RLC,STX,both,2.829463,0.407254,42,438,-5.066012,-0.011566
TFUEL,STX,both,2.542570,0.332148,68,447,-2.942508,-0.006583
TUSD,STX,both,2.868900,0.468951,56,474,-2.284950,-0.004821
USDC,STX,both,3.118210,0.536725,65,463,-2.007585,-0.004336
XRP,STX,both,2.544470,0.443849,55,376,-3.665159,-0.009748
XTZ,STX,both,2.401232,0.501073,66,442,-5.556276,-0.012571
ZIL,STX,both,3.547619,0.561443,58,417,-2.922228,-0.007008
ALGO,TRX,both,3.063207,2.124830,172,320,0.176244,0.000551
ANKR,TRX,both,2.691099,1.220806,160,368,0.022780,0.000062
ATOM,TRX,both,2.082222,1.372871,205,267,0.559598,0.002096
BTC,TRX,both,2.332645,4.865397,286,229,0.208182,0.000909
COS,TRX,both,2.322697,0.803271,148,387,0.070614,0.000182
DENT,TRX,both,3.453594,1.160764,131,369,-0.262733,-0.000712
DOGE,TRX,both,2.835479,1.239854,154,299,0.014974,0.000050
DUSK,TRX,both,3.110655,1.574099,148,380,-0.237313,-0.000625
ENJ,TRX,both,2.363813,2.294500,231,334,0.444686,0.001331
KAVA,TRX,both,2.088220,0.212739,59,362,-0.276421,-0.000764
ONE,TRX,both,2.861021,2.249256,193,376,-0.476863,-0.001268
RLC,TRX,both,2.154617,0.125304,40,345,-0.648673,-0.001880
RVN,TRX,both,3.933703,0.900922,77,317,0.407499,0.001285
TFUEL,TRX,both,2.365061,1.518646,221,382,0.328823,0.000861
WAN,TRX,both,2.107551,0.425011,113,320,-0.324536,-0.001014
WIN,TRX,both,2.046115,0.596978,126,302,0.233129,0.000772
XTZ,TRX,both,4.018065,1.091653,96,289,0.818497,0.002832
CHZ,VET,both,3.112099,1.211162,128,384,-0.908699,-0.002366
HBAR,VET,both,4.070765,1.858759,92,371,-0.664820,-0.001792
IOTX,VET,both,2.150894,0.187020,49,422,0.155299,0.000368
KAVA,VET,both,7.190297,2.935423,60,370,-1.558399,-0.004212
MTL,VET,both,2.963904,1.445795,125,369,0.855603,0.002319
RVN,VET,both,2.974151,0.908365,87,336,0.439049,0.001307
STX,VET,both,2.040707,0.359957,62,428,-1.069299,-0.002498
WAN,VET,both,2.807988,1.236070,113,354,-0.428207,-0.001210
IOTA,WAN,both,2.498749,0.703563,107,363,-1.924762,-0.005302
KAVA,WAN,both,3.117975,0.379532,58,389,-3.673159,-0.009443
BTC,WIN,both,2.595963,1.188266,112,307,-0.471405,-0.001536
ANKR,XLM,both,2.886331,1.477698,161,364,0.289329,0.000795
BAND,XLM,both,2.918268,0.560712,100,357,0.902853,0.002529
BCH,XLM,both,5.033702,0.174017,17,259,0.640894,0.002474
BTC,XLM,both,2.211910,3.873087,259,247,1.013292,0.004102
CHZ,XLM,both,3.485832,1.276389,113,365,-0.388255,-0.001064
COS,XLM,both,2.687873,1.125297,138,401,-0.064783,-0.000162
CVC,XLM,both,2.423269,0.805007,121,350,-0.951343,-0.002718
DENT,XLM,both,3.377346,1.054389,127,369,-0.122009,-0.000331
DOGE,XLM,both,3.111228,1.667231,145,310,0.245203,0.000791
DUSK,XLM,both,3.118050,1.544564,157,386,0.168406,0.000436
IOTX,XLM,both,2.200642,0.106866,48,408,0.521641,0.001279
KAVA,XLM,both,2.677920,0.302378,54,350,0.000540,0.000002
MTL,XLM,both,3.015591,1.247603,126,360,-0.702294,-0.001951
NKN,XLM,both,3.916609,0.684145,73,378,0.888586,0.002351
RVN,XLM,both,4.336771,0.787632,80,306,0.783004,0.002559
STX,XLM,both,2.167763,0.252383,58,399,0.390006,0.000977
WAN,XLM,both,2.547659,0.802179,119,327,0.396197,0.001212
FTT,XTZ,both,46.531882,0.035184,2,356,-2.102730,-0.005907
CHZ,ZEC,both,2.110976,0.387553,112,374,-0.890625,-0.002381
BCH,ZIL,both,3.046437,0.131975,20,321,0.802841,0.002501
BTC,ZIL,both,2.601746,3.546142,224,304,0.579590,0.001907
CHZ,ZIL,both,2.263165,0.611547,106,399,-1.342049,-0.003364
FTT,ZIL,both,3.728247,0.014126,4,351,0.301096,0.000858
KAVA,ZIL,both,4.428851,0.723530,54,372,-1.300799,-0.003497
RLC,ZIL,both,2.007823,0.168543,39,366,-1.317172,-0.003599
IOTX,ZRX,both,3.219623,0.219881,50,453,-1.613522,-0.003562
