Date,FUN,EOS,ZEC,TRX,LTC,DASH,NEO,BCH,VET,FIL
2021-06-13 19:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 20:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 21:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 22:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-13 23:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-14 00:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4685.680513951797,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-14 01:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4709.575850912159,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-14 02:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4779.58961352903,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-14 03:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4764.61801142295,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-14 04:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4739.665835400836,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-14 05:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4752.60826166985,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-14 06:00:00,448.8975148508625,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4790.721706957041,1221.3695067907465,1443.8054099706967,5160.323757126664
2021-06-14 07:00:00,456.74300650644,6098.523207119751,4184.133679083281,1249.1373384184424,2835.352485844539,2455.873608403153,4874.450321914093,1221.3695067907465,1443.8054099706967,5160.323757126664
