reference_coin,trading_coin,trading_type,sharpe_ratio,total_cumulative_return,num_trades
USDC,STX,both,3.118210,0.536725,65
XRP,STX,both,2.544470,0.443849,55
XTZ,STX,both,2.401232,0.501073,66
ZIL,STX,both,3.547619,0.561443,58
ALGO,TRX,both,3.063207,2.124830,172
ANKR,TRX,both,2.691099,1.220806,160
ATOM,TRX,both,2.082222,1.372871,205
BTC,TRX,both,2.203500,7.325950,350
COS,TRX,both,2.322697,0.803271,148
DENT,TRX,both,3.453594,1.160764,131
DOGE,TRX,both,2.835479,1.239854,154
DUSK,TRX,both,3.110655,1.574099,148
ENJ,TRX,both,2.363813,2.294500,231
KAVA,TRX,both,2.088220,0.212739,59
ONE,TRX,both,2.861021,2.249256,193
RLC,TRX,both,2.154617,0.125304,40
RVN,TRX,both,3.933703,0.900922,77
TFUEL,TRX,both,2.365061,1.518646,221
WAN,TRX,both,2.107551,0.425011,113
WIN,TRX,both,2.046115,0.596978,126
XTZ,TRX,both,4.018065,1.091653,96
CHZ,VET,both,3.112099,1.211162,128
HBAR,VET,both,4.070765,1.858759,92
IOTX,VET,both,2.150894,0.187020,49
KAVA,VET,both,7.190297,2.935423,60
MTL,VET,both,2.963904,1.445795,125
RVN,VET,both,2.974151,0.908365,87
STX,VET,both,2.040707,0.359957,62
WAN,VET,both,2.807988,1.236070,113
IOTA,WAN,both,2.498749,0.703563,107
KAVA,WAN,both,3.117975,0.379532,58
BTC,WIN,both,2.595963,1.188266,112
ANKR,XLM,both,2.886331,1.477698,161
BAND,XLM,both,2.918268,0.560712,100
BCH,XLM,both,5.033702,0.174017,17
CHZ,XLM,both,3.485832,1.276389,113
COS,XLM,both,2.687873,1.125297,138
CVC,XLM,both,2.423269,0.805007,121
DENT,XLM,both,3.377346,1.054389,127
DOGE,XLM,both,3.111228,1.667231,145
DUSK,XLM,both,3.118050,1.544564,157
IOTX,XLM,both,2.200642,0.106866,48
KAVA,XLM,both,2.677920,0.302378,54
MTL,XLM,both,3.015591,1.247603,126
NKN,XLM,both,3.916609,0.684145,73
RVN,XLM,both,4.336771,0.787632,80
STX,XLM,both,2.167763,0.252383,58
WAN,XLM,both,2.547659,0.802179,119
FTT,XTZ,both,46.531882,0.035184,2
CHZ,ZEC,both,2.110976,0.387553,112
BCH,ZIL,both,3.046437,0.131975,20
BTC,ZIL,both,2.601746,3.546142,224
CHZ,ZIL,both,2.263165,0.611547,106
FTT,ZIL,both,3.728247,0.014126,4
KAVA,ZIL,both,4.428851,0.723530,54
RLC,ZIL,both,2.007823,0.168543,39
IOTX,ZRX,both,3.219623,0.219881,50
