Date,ATOM,EOS,HIVE,STRAX,ASR,KNC,ZRX,ZEC,PAXG,HARD
2021-01-26 15:00:00,985.9649122807016,1000.0,1000.0,1000.0,984.4167408726624,1000.0,1000.0,1000.0,1000.8904719501335,1000.8904719501335
2021-01-26 16:00:00,985.9649122807016,1000.0,1000.0,1000.0,966.3461538461537,1000.0,1000.0,1000.0,982.5174825174823,982.5174825174823
2021-01-26 17:00:00,985.9649122807016,1000.0,1000.0,1000.0,947.7068152593226,1000.0,1000.0,1000.0,963.5662237462493,963.5662237462493
2021-01-26 18:00:00,985.9649122807016,1000.0,1000.0,1000.0,944.064901793339,1000.0,1000.0,1000.0,963.5662237462493,959.863364645602
2021-01-26 19:00:00,985.9649122807016,1000.0,1000.0,1000.0,969.736842105263,1000.0,1000.0,1000.0,963.5662237462493,985.9649122807016
2021-01-26 20:00:00,985.9649122807016,1000.0,1000.0,1000.0,954.2511868795857,1000.0,984.0310746655159,1000.0,963.5662237462493,970.2201122140699
2021-01-26 21:00:00,985.9649122807016,1000.0,1000.0,1000.0,953.8395168248489,1000.0,983.6065573770493,1000.0,963.5662237462493,969.8015530629852
2021-01-26 22:00:00,985.9649122807016,1000.0,1000.0,1000.0,936.4675984752222,1000.0,965.6925031766201,1000.0,963.5662237462493,952.1389241846674
2021-01-26 23:00:00,985.9649122807016,1000.0,1000.0,1000.0,962.5598606878536,1000.0,992.5990422289944,1000.0,963.5662237462493,978.6678276012188
2021-01-27 00:00:00,985.9649122807016,1000.0,1000.0,1000.0,991.4798206278025,1000.0,1022.4215246636772,1000.0,963.5662237462493,1008.0717488789235
2021-01-27 01:00:00,985.9649122807016,1000.0,1000.0,997.7628635346757,989.2617449664428,1000.0,1020.1342281879196,1000.0,963.5662237462493,1005.8165548098432
2021-01-27 02:00:00,985.9649122807016,1000.0,1000.0,1011.7967332123412,1003.1760435571686,1000.0,1034.4827586206898,1000.0,963.5662237462493,1019.9637023593464
2021-01-27 03:00:00,985.9649122807016,1000.0,1000.0,998.6565158978954,990.1477832512314,1000.0,1021.0479175996419,1000.0,963.5662237462493,1006.7174205105238
2021-01-27 04:00:00,985.9649122807016,1000.0,1000.0,1011.3378684807257,1002.7210884353741,1000.0,1034.0136054421769,1000.0,963.5662237462493,1019.5011337868481
2021-01-27 05:00:00,985.9649122807016,1000.0,1000.0,1004.0522287257994,995.4975236380008,1000.0,1026.5646105357946,1000.0,963.5662237462493,1012.1566861773974
2021-01-27 06:00:00,985.9649122807016,1000.0,1000.0,1004.5045045045044,995.9459459459457,1000.0,1027.0270270270269,1000.0,963.5662237462493,1012.6126126126125
2021-01-27 07:00:00,985.9649122807016,1000.0,1000.0,1017.3357664233578,1008.6678832116787,1000.0,1040.14598540146,1000.0,963.5662237462493,1025.5474452554743
2021-01-27 08:00:00,985.9649122807016,1000.0,1000.0,1030.4990757855824,1021.7190388170054,1000.0,1053.6044362292052,1000.0,963.5662237462493,1038.8170055452863
2021-01-27 09:00:00,985.9649122807016,1000.0,1000.0,1036.2453531598514,1027.4163568773233,1000.0,1059.4795539033457,1000.0,963.5662237462493,1044.6096654275093
2021-01-27 10:00:00,985.9649122807016,1000.0,1000.0,1042.5432445067788,1033.6605890603084,1000.0,1065.9186535764375,1000.0,963.5662237462493,1050.958391771856
2021-01-27 11:00:00,985.9649122807016,1000.0,1000.0,1044.9859418931585,1036.082474226804,1000.0,1068.4161199625116,1000.0,963.5662237462493,1053.4208059981256
2021-01-27 12:00:00,985.9649122807016,1000.0,1000.0,1049.9058380414315,1036.082474226804,1000.0,1073.446327683616,1000.0,963.5662237462493,1058.3804143126176
2021-01-27 13:00:00,985.9649122807016,1000.0,1000.0,1080.4263565891474,1066.2011508031646,1000.0,1104.6511627906978,971.7514124293785,963.5662237462493,1089.1472868217054
2021-01-27 14:00:00,985.9649122807016,1000.0,1000.0,1044.9859418931585,1031.2273548536698,1000.0,1104.6511627906978,1004.7080979284368,963.5662237462493,1089.1472868217054
2021-01-27 15:00:00,985.9649122807016,1000.0,1000.0,1017.3357664233578,1003.9412295883811,1000.0,1104.6511627906978,1032.015065913371,963.5662237462493,1089.1472868217054
2021-01-27 16:00:00,977.4186835702393,991.3321167883212,1000.0,1017.3357664233578,1012.719362750912,1000.0,1104.6511627906978,1023.069679849341,963.5662237462493,1089.1472868217054
2021-01-27 17:00:00,962.1254321936227,975.8211678832117,1000.0,1017.3357664233578,1028.8168187273172,1000.0,1104.6511627906978,1007.0621468926555,963.5662237462493,1089.1472868217054
2021-01-27 18:00:00,983.2661032142398,997.2627737226276,1000.0,995.4625820583542,1006.6967864856962,1000.0,1104.6511627906978,1029.1902071563088,963.5662237462493,1089.1472868217054
2021-01-27 19:00:00,979.667691125624,993.6131386861313,1000.0,999.1190102752813,1010.3944789980403,1000.0,1104.6511627906978,1025.4237288135594,963.5662237462493,1089.1472868217054
2021-01-27 20:00:00,976.5190805480852,990.4197080291968,1000.0,1002.3404902715627,1013.6523147202819,1000.0,1104.6511627906978,1022.1280602636533,963.5662237462493,1089.1472868217054
